ApplicationDocsID	ApplicationDocsTypeID	ApplNo	SubmissionType	SubmissionNo	ApplicationDocsTitle	ApplicationDocsURL	ApplicationDocsDate
214	1	010187	SUPPL     	73	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/021278s013,010187s073,021284s018,018029s043ltr.pdf	2010-12-15 00:00:00
215	1	010187	SUPPL     	74	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/010187Orig1s074,018029Orig1s044,021284Orig1s019ltr.pdf	2013-06-11 00:00:00
216	1	010187	SUPPL     	80	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/010187Orig1s080,018029Orig1s049,021284Orig1s027ltr.pdf	2015-04-21 00:00:00
217	1	010379	SUPPL     	45	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/10379s45ltr.pdf	2001-09-13 00:00:00
218	1	010392	SUPPL     	41	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/11795S18LTR.PDF	2001-03-21 00:00:00
222	1	010417	SUPPL     	27	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/010417s027ltr.pdf	2010-02-25 00:00:00
223	1	010571	SUPPL     	95	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/10571S95ltr.pdf	2001-04-03 00:00:00
224	1	010596	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/10596s9s12ltr.pdf	2001-04-09 00:00:00
225	1	010596	SUPPL     	12	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/10596s9s12ltr.pdf	2001-04-09 00:00:00
226	1	010596	SUPPL     	17	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/10596s17ltr.pdf	2002-04-17 00:00:00
227	1	010669	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/10669s21s22s23ltr.pdf	2001-07-24 00:00:00
228	1	010669	SUPPL     	23	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/10669s21s22s23ltr.pdf	2001-07-24 00:00:00
229	1	010669	SUPPL     	28	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/10669slr028ltr.pdf	2003-11-25 00:00:00
230	1	010669	SUPPL     	29	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/010669s029ltr.pdf	2005-05-25 00:00:00
231	1	010669	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/010669s030ltr.pdf	2010-04-28 00:00:00
232	1	010669	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/010669s032ltr.pdf	2011-11-03 00:00:00
235	1	010742	SUPPL     	65	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/10571S95ltr.pdf	2001-04-03 00:00:00
245	1	010996	SUPPL     	68	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/10996scm068ltr.pdf	2004-06-01 00:00:00
246	1	010997	SUPPL     	43	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/10996slr061,%2010997slr043,%2016862slr033ltr.pdf	2002-08-01 00:00:00
247	1	010997	SUPPL     	52	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/010997s051,052,016862s041,042,017122s061,062ltr.pdf	2009-10-26 00:00:00
248	1	011011	SUPPL     	70	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/011011Orig1s070,s071ltr.pdf	2003-05-01 00:00:00
249	1	011127	SUPPL     	61	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/10571S95ltr.pdf	2001-04-03 00:00:00
250	1	011145	SUPPL     	90	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/11145s090,091,11870s036ltr.pdf	2004-09-29 00:00:00
251	1	011145	SUPPL     	92	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/11145s092ltr.pdf	2004-10-29 00:00:00
252	1	011145	SUPPL     	93	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/011145s093,011870s037ltr.pdf	2005-08-11 00:00:00
257	1	011287	SUPPL     	17	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/11287slr017ltr.pdf	2003-06-08 00:00:00
258	1	011287	SUPPL     	18	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/11287slr018ltr.pdf	2003-12-11 00:00:00
259	1	011287	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/011287s021ltr.pdf	2009-05-04 00:00:00
260	1	011459	SUPPL     	50	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/011459Orig1s050,011795Orig1s027ltr.pdf	2016-02-22 00:00:00
268	1	011529	SUPPL     	48	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/11529s048ltr.pdf	2002-06-28 00:00:00
269	1	011552	SUPPL     	112	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/11552S112ltr.pdf	2001-04-03 00:00:00
270	1	011556	SUPPL     	53	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/11556slr053ltr.pdf	2002-08-26 00:00:00
271	1	011559	SUPPL     	41	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/011559s041ltr.pdf	2008-05-08 00:00:00
272	1	011559	SUPPL     	45	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/011559Orig1s045ltr.pdf	2014-01-24 00:00:00
273	1	011613	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/11613slr026ltr.pdf	2003-10-16 00:00:00
274	1	011641	SUPPL     	58	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/11641s058ltr.pdf	2002-05-16 00:00:00
275	1	011641	SUPPL     	60	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/11641s058ltr.pdf	2002-05-16 00:00:00
276	1	011641	SUPPL     	61	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/11641slr061ltr.pdf	2004-01-09 00:00:00
277	1	011641	SUPPL     	64	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/011641s064ltr.pdf	2008-10-29 00:00:00
278	1	011664	SUPPL     	63	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/011664Orig1s063ltr.pdf	2016-08-02 00:00:00
282	1	011719	SUPPL     	102	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/08085s53s54ltr.pdf	2002-02-20 00:00:00
283	1	011719	SUPPL     	104	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/11719slr104ltr.pdf	2003-01-03 00:00:00
284	1	011722	SUPPL     	29	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/11722s029,12546s032ltr.pdf	2004-09-07 00:00:00
285	1	011757	SUPPL     	103	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/011757Orig1s103ltr.pdf	2014-07-08 00:00:00
286	1	011792	SUPPL     	35	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/011792s035LTR.pdf	2006-06-12 00:00:00
