decision_id,decision_date,company_name,ticker,drug,master_class,core_published_class,ticker_level_class,rows_for_this_ticker,classes_for_this_ticker,problem,exchange
D303,2020-04-10,AstraZeneca PLC,AZN,Koselugo,US-LISTED,US-LISTED (ADR),US-LISTED (ADR),34,US-LISTED:13 | US-LISTED (ADR):21,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE
D043,2025-01-17,AstraZeneca / Daiichi Sankyo,AZN,Datroway,US-LISTED,US-LISTED (ADR),US-LISTED (ADR),34,US-LISTED:13 | US-LISTED (ADR):21,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NASDAQ
D1299,1995-09-06,Bayer AG,BAYRY,Precose,NON-US LISTING ONLY,US-LISTED (ADR),US-LISTED (ADR),19,NON-US LISTING ONLY:9 | US-LISTED (ADR):10,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,OTC ADR; primary XETRA:BAYN
D1367,1996-12-18,Bayer AG,BAYRY,Glyset,NON-US LISTING ONLY,US-LISTED (ADR),US-LISTED (ADR),19,NON-US LISTING ONLY:9 | US-LISTED (ADR):10,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,OTC ADR; primary XETRA:BAYN
D1389,1997-06-26,Bayer AG,BAYRY,Baycol,NON-US LISTING ONLY,US-LISTED (ADR),US-LISTED (ADR),19,NON-US LISTING ONLY:9 | US-LISTED (ADR):10,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,OTC ADR; primary XETRA:BAYN
D985,1999-12-10,Bayer AG,BAYRY,Avelox,NON-US LISTING ONLY,US-LISTED (ADR),US-LISTED (ADR),19,NON-US LISTING ONLY:9 | US-LISTED (ADR):10,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,OTC ADR; primary XETRA:BAYN
D716,2003-08-19,Bayer AG,BAYRY,Levitra,NON-US LISTING ONLY,US-LISTED (ADR),US-LISTED (ADR),19,NON-US LISTING ONLY:9 | US-LISTED (ADR):10,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,OTC ADR; primary XETRA:BAYN
D776,2005-12-20,Bayer AG,BAYRY,Nexavar,NON-US LISTING ONLY,US-LISTED (ADR),US-LISTED (ADR),19,NON-US LISTING ONLY:9 | US-LISTED (ADR):10,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,OTC ADR; primary XETRA:BAYN
D829,2008-07-03,Bayer AG,BAYRY,Eovist,NON-US LISTING ONLY,US-LISTED (ADR),US-LISTED (ADR),19,NON-US LISTING ONLY:9 | US-LISTED (ADR):10,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,OTC ADR; primary XETRA:BAYN
D877,2010-05-06,Bayer AG,BAYRY,Natazia,NON-US LISTING ONLY,US-LISTED (ADR),US-LISTED (ADR),19,NON-US LISTING ONLY:9 | US-LISTED (ADR):10,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,OTC ADR; primary XETRA:BAYN
D893,2011-03-14,Bayer AG,BAYRY,Gadavist,NON-US LISTING ONLY,US-LISTED (ADR),US-LISTED (ADR),19,NON-US LISTING ONLY:9 | US-LISTED (ADR):10,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,OTC ADR; primary XETRA:BAYN
D853,2009-05-28,Bausch & Lomb (take-private 2013; Bausch + Lomb relisted 2022),BLCO,Besivance,FORMERLY US-LISTED (DELISTED/ACQUIRED),US-LISTED,US-LISTED,2,FORMERLY US-LISTED (DELISTED/ACQUIRED):1 | US-LISTED:1,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE
D354,2020-09-04,Blueprint Medicines Corporation,BPMC,Gavreto,US-LISTED,FORMERLY US-LISTED (DELISTED/ACQUIRED),FORMERLY US-LISTED (DELISTED/ACQUIRED),2,FORMERLY US-LISTED (DELISTED/ACQUIRED):1 | US-LISTED:1,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NASDAQ
D717,2003-09-12,Cubist Pharmaceuticals (acquired by Merck 2015),CBST,Cubicin,FORMERLY US-LISTED (DELISTED/ACQUIRED),US-LISTED,US-LISTED,3,FORMERLY US-LISTED (DELISTED/ACQUIRED):1 | US-LISTED:2,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NASDAQ
D1011,1998-07-16,Celgene Corp. (acquired by BMS 2019),CELG,Thalomid,FORMERLY US-LISTED (DELISTED/ACQUIRED),US-LISTED,US-LISTED,5,FORMERLY US-LISTED (DELISTED/ACQUIRED):3 | US-LISTED:2,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,"formerly NASDAQ:CELG, delisted Nov-2019 into BMS"
D778,2005-12-27,Celgene Corp. (acquired by BMS 2019),CELG,Revlimid,FORMERLY US-LISTED (DELISTED/ACQUIRED),US-LISTED,US-LISTED,5,FORMERLY US-LISTED (DELISTED/ACQUIRED):3 | US-LISTED:2,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,
D926,2013-02-08,Celgene Corp. (acquired by BMS 2019),CELG,Pomalyst,FORMERLY US-LISTED (DELISTED/ACQUIRED),US-LISTED,US-LISTED,5,FORMERLY US-LISTED (DELISTED/ACQUIRED):3 | US-LISTED:2,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,
D1031,1985-05-24,GlaxoSmithKline plc,GSK,Ridaura,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1033,1985-07-19,GlaxoSmithKline plc,GSK,Fortaz,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1055,1985-12-27,GlaxoSmithKline plc,GSK,Temovate,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1057,1985-12-30,Burroughs Wellcome Co. (Glaxo Wellcome from 1995; GlaxoSmithKline Dec-2000),GSK,Wellbutrin,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1061,1986-03-31,Burroughs Wellcome Co. (Glaxo Wellcome from 1995; GlaxoSmithKline Dec-2000),GSK,Nix,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1084,1987-03-19,Burroughs Wellcome Co. (Glaxo Wellcome from 1995; GlaxoSmithKline Dec-2000),GSK,Retrovir,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1099,1987-12-31,Beecham Group / SmithKline Beecham (GSK from Dec-2000),GSK,Bactroban,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1113,1988-12-22,GlaxoSmithKline plc,GSK,Ethamolin,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1123,1988-12-30,GlaxoSmithKline plc,GSK,Oxistat,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1138,1989-11-27,Beecham Group / SmithKline Beecham (GSK from Dec-2000),GSK,Eminase,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1160,1990-08-02,Burroughs Wellcome Co. (Glaxo Wellcome from 1995; GlaxoSmithKline Dec-2000),GSK,Exosurf,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1164,1990-12-14,GlaxoSmithKline plc,GSK,Cutivate,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1176,1991-01-04,GlaxoSmithKline plc,GSK,Zofran,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1183,1991-03-07,Burroughs Wellcome Co. (Glaxo Wellcome from 1995; GlaxoSmithKline Dec-2000),GSK,Nuromax,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1202,1991-12-24,Beecham Group / SmithKline Beecham (GSK from Dec-2000),GSK,Relafen,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1208,1992-01-22,Burroughs Wellcome Co. (Glaxo Wellcome from 1995; GlaxoSmithKline Dec-2000),GSK,Mivacron,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1215,1992-07-24,Beecham Group / SmithKline Beecham (GSK from Dec-2000),GSK,Halfan,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1225,1992-11-25,Burroughs Wellcome Co. (Glaxo Wellcome from 1995; GlaxoSmithKline Dec-2000),GSK,Mepron,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1229,1992-12-28,GlaxoSmithKline plc,GSK,Imitrex,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1232,1992-12-29,Beecham Group / SmithKline Beecham (GSK from Dec-2000),GSK,Paxil,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1256,1993-12-29,Beecham Group / SmithKline Beecham (GSK from Dec-2000),GSK,Kytril,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1265,1994-02-04,GlaxoSmithKline plc,GSK,Serevent,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1268,1994-03-25,Burroughs Wellcome Co. (Glaxo Wellcome from 1995; GlaxoSmithKline Dec-2000),GSK,Semprex-D,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1274,1994-06-29,Beecham Group / SmithKline Beecham (GSK from Dec-2000),GSK,Famvir,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1283,1994-12-23,Burroughs Wellcome Co. (Glaxo Wellcome from 1995; GlaxoSmithKline Dec-2000),GSK,Navelbine,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1284,1994-12-27,Burroughs Wellcome Co. (Glaxo Wellcome from 1995; GlaxoSmithKline Dec-2000),GSK,Lamictal,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1301,1995-09-14,Beecham Group / SmithKline Beecham (GSK from Dec-2000),GSK,Coreg,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1302,1995-09-20,Burroughs Wellcome Co. (Glaxo Wellcome from 1995; GlaxoSmithKline Dec-2000),GSK,Flolan,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1306,1995-11-17,Glaxo Wellcome plc (GlaxoSmithKline from Dec-2000),GSK,Epivir,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1328,1996-05-28,Beecham Group / SmithKline Beecham (GSK from Dec-2000),GSK,Hycamtin,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1331,1996-06-11,Beecham Group / SmithKline Beecham (GSK from Dec-2000),GSK,Albenza,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1340,1996-07-12,Glaxo Wellcome plc (GlaxoSmithKline from Dec-2000),GSK,Ultiva,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1350,1996-09-24,Beecham Group / SmithKline Beecham (GSK from Dec-2000),GSK,Denavir,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1395,1997-09-19,Beecham Group / SmithKline Beecham (GSK from Dec-2000),GSK,Requip,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1401,1997-11-06,Glaxo Wellcome plc (GlaxoSmithKline from Dec-2000),GSK,Raxar,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1416,1997-12-22,Beecham Group / SmithKline Beecham (GSK from Dec-2000),GSK,Teveten,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D992,1998-02-10,Glaxo Wellcome plc (GlaxoSmithKline from Dec-2000),GSK,Amerge,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1024,1998-12-17,Glaxo Wellcome plc (GlaxoSmithKline from Dec-2000),GSK,Ziagen,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D958,1999-03-25,GlaxoSmithKline plc,GSK,Wellferon,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D959,1999-04-15,GlaxoSmithKline plc,GSK,Agenerase,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D962,1999-05-25,GlaxoSmithKline plc,GSK,Avandia,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D966,1999-07-26,GlaxoSmithKline plc,GSK,Relenza,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D638,2000-02-09,GlaxoSmithKline plc,GSK,Lotronex,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D654,2000-07-25,GlaxoSmithKline Consumer Healthcare (GSK; Haleon 2022),GSK,Abreva,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D679,2001-11-20,GlaxoSmithKline plc,GSK,Avodart,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D772,2005-10-28,GlaxoSmithKline plc,GSK,Arranon,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D804,2007-03-13,GlaxoSmithKline plc,GSK,Tykerb,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D806,2007-04-12,GlaxoSmithKline plc,GSK,Altabax,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D839,2008-11-20,GlaxoSmithKline plc,GSK,Promacta,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D865,2009-10-19,GlaxoSmithKline plc,GSK,Votrient,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D866,2009-10-26,GlaxoSmithKline plc,GSK,Arzerra,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D897,2011-06-10,GlaxoSmithKline plc,GSK,Potiga,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D932,2013-05-10,GlaxoSmithKline plc,GSK,Breo Ellipta,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D277,2026-03-17,Intercept Pharmaceuticals / Alfasigma S.p.A. (current holder) / GSK plc (applicant at approval),GSK,Lynavoy,US-LISTED (ADR),US-LISTED,US-LISTED,71,US-LISTED:17 | US-LISTED (ADR):54,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (GSK ADR)
D660,2000-12-15,The Medicines Company (acquired by Novartis 2020),MDCO,Angiomax,FORMERLY US-LISTED (DELISTED/ACQUIRED),US-LISTED,US-LISTED,5,FORMERLY US-LISTED (DELISTED/ACQUIRED):2 | US-LISTED:3,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NASDAQ
D830,2008-08-01,The Medicines Company (acquired by Novartis 2020),MDCO,Cleviprex,FORMERLY US-LISTED (DELISTED/ACQUIRED),US-LISTED,US-LISTED,5,FORMERLY US-LISTED (DELISTED/ACQUIRED):2 | US-LISTED:3,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NASDAQ
D1415,1997-12-22,Novo Nordisk A/S,NVO,Prandin,US-LISTED (ADR),US-LISTED,US-LISTED,10,US-LISTED:4 | US-LISTED (ADR):6,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D649,2000-06-07,Novo Nordisk A/S,NVO,NovoLog,US-LISTED (ADR),US-LISTED,US-LISTED,10,US-LISTED:4 | US-LISTED (ADR):6,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D766,2005-06-16,Novo Nordisk A/S,NVO,Levemir,US-LISTED (ADR),US-LISTED,US-LISTED,10,US-LISTED:4 | US-LISTED (ADR):6,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D872,2010-01-25,Novo Nordisk A/S,NVO,Victoza,US-LISTED (ADR),US-LISTED,US-LISTED,10,US-LISTED:4 | US-LISTED (ADR):6,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
