year,application_number,application_number_6,drug_brand,drug_generic,decision_date,chemical_type_code,chemical_type_description,review_priority,is_nme_comparable,project_table,decision_id,drugsatfda_url,openfda_query_url,payload_found,payload_decision_date,payload_class_code,payload_class_desc,payload_review_priority,payload_sponsor_current_holder,verification_status,official_nme_count_for_year,fda_compilation_row,notes,source_urls,irregularity_flag
1983,NDA 050573,050573,Sandimmune,cyclosporine,1983-11-14,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,YES,pre1985_fda_decisions.csv,PRE1985-1983-01,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050573,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050573%22&limit=1,YES,1983-11-14,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,NOVARTIS,VERIFIED,14,N/A (pre-1985 not in Compilation),NDA 050573 (capsules/oral solution) and NDA 050574 (injection). Approved 1983-11-14. Sandoz merged with Ciba-Geigy in 1996 to form Novartis.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050573|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050573%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1983,NDA 018831,018831,Tracrium,atracurium besylate,1983-11-23,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,YES,pre1985_fda_decisions.csv,PRE1985-1983-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018831,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018831%22&limit=1,YES,1983-11-23,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,HOSPIRA,VERIFIED,14,N/A (pre-1985 not in Compilation),"v13 2026-09-18 added. Payload: ORIG AP 1983-11-23, TYPE 1, PRIORITY, holder HOSPIRA, product TRACRIUM PRESERVATIVE FREE (atracurium besylate 10 mg/mL). Atracurium developed at the Wellcome Foundation (BW 33A) and first authorized in the UK 1982 by Burroughs Wellcome (secondary histories); US indication text per Sagent prescribing information as indexed by NCATS Inxight (drugs.ncats.io/drug/40AX66P76P) and current labeling. Holder Hospira = Pfizer (2015).",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018831|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018831%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1983,NDA 018413,018413,Furosemide Oral Solution,furosemide,1983-11-30,NOT STATED,Chemical type not stated in the Drugs@FDA record for this application,NOT STATED,NO_BOUNDARY_ROW,pre1985_fda_decisions.csv,PRE1985-1983-07,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018413,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018413%22&limit=1,YES,1983-11-30,,,,CHARTWELL RX,VERIFIED,14,N/A (pre-1985 not in Compilation),Approved 1983-11-30. Hoechst-Roussel lineage through Aventis to Sanofi. v13 correction (2026-09-18): NDA018413 appears in the 1983 ORIG/AP payload (ORIG AP 1983-11-30) but the Drugs@FDA record carries NO submission_class_code and NO review_priority for the original submission; the v12 'TYPE 5 / STANDARD' claim is not supported by the primary record and is downgraded to NOT STATED. Current Drugs@FDA holder: CHARTWELL RX.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018413|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018413%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,BLANK_CLASS_LEGACY_DUPLICATIVE
1983,NDA 018366,018366,Chymex,bentiromide,1983-12-29,TYPE 1,Type 1 - New Molecular Entity,STANDARD,YES,pre1985_fda_decisions.csv,PRE1985-1983-16,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018366,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018366%22&limit=1,YES,1983-12-29,TYPE 1,Type 1 - New Molecular Entity,STANDARD,SAVAGE LABS,VERIFIED,14,N/A (pre-1985 not in Compilation),"v13 2026-09-18 added. Payload: ORIG AP 1983-12-29, TYPE 1, STANDARD, holder SAVAGE LABS, product CHYMEX (bentiromide 500 mg/7.5 mL). The Pink Sheet (1984-01-16, 'ADRIA's CHYMEX...'): approval Dec 30 after a 3.5-year review (Drugs@FDA primary record says 1983-12-29), launched by Adria Laboratories, and 'The drug was the last of 14 new molecular entities cleared by the agency during 1983'; the letter approving the drug was signed by Acting Office of Drug Research & Review Director Robert Temple. Indication quoted verbatim from that article's labeling quotes.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018366|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018366%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1984,NDA 018612,018612,Nicorette,nicotine polacrilex,1984-01-13,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,YES,pre1985_fda_decisions.csv,PRE1985-1984-01,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018612,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018612%22&limit=1,YES,1984-01-13,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,HALEON US HOLDINGS,VERIFIED,22,N/A (pre-1985 not in Compilation),"Approved 1984-01-13. Marion Merrell Dow merged with Hoechst (1995), later Aventis, then Sanofi; consumer health spun off to Haleon.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018612|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018612%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1984,NDA 018776,018776,Norcuron,vecuronium bromide,1984-04-30,TYPE 1,Type 1 - New Molecular Entity,STANDARD,YES,pre1985_fda_decisions.csv,PRE1985-1984-11,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018776,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018776%22&limit=1,YES,1984-04-30,TYPE 1,Type 1 - New Molecular Entity,STANDARD,ORGANON USA INC,VERIFIED,22,N/A (pre-1985 not in Compilation),"v13 2026-09-18 added. Payload: ORIG AP 1984-04-30, TYPE 1, STANDARD, holder ORGANON USA INC, product NORCURON (vecuronium bromide 20 mg/vial). DrugPatentWatch NDA index lists 'Organon Usa Inc | NORCURON | 018776-002 | Apr 30, 1984' - holder continuity corroborates Organon as the original applicant. Indication quoted from current vecuronium bromide labeling (api.fda.gov/drug/label.json, accessed 2026-09-18).",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018776|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018776%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1984,NDA 017498,017498,Micronase,glyburide,1984-05-01,TYPE 1,Type 1 - New Molecular Entity,STANDARD,YES,pre1985_fda_decisions.csv,PRE1985-1984-12,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017498,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017498%22&limit=1,YES,1984-05-01,TYPE 1,Type 1 - New Molecular Entity,STANDARD,PFIZER,VERIFIED,22,N/A (pre-1985 not in Compilation),"v13 2026-09-18 added. Payload: ORIG AP 1984-05-01, TYPE 1, STANDARD, holder PFIZER, product MICRONASE (glyburide 5 mg). Upjohn origin: application holder chain (Pharmacia & Upjohn -> Pfizer) plus TheraRadar 'MICRONASE - FDA-Approved 1984 - Companies: Pfizer' and MedicineNet 'The FDA approved glyburide in May 1984' - original applicant attribution corroborated but flagged as secondary-sourced. Verbatim current-label indication not extracted this pass (blank beats guessed); see the application's label index on Drugs@FDA.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017498|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017498%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1984,NDA 019050,019050,Sufenta,sufentanil citrate,1984-05-04,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,YES,pre1985_fda_decisions.csv,PRE1985-1984-13,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019050,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA019050%22&limit=1,YES,1984-05-04,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,RISING,VERIFIED,22,N/A (pre-1985 not in Compilation),"v13 2026-09-18 added. Payload: ORIG AP 1984-05-04, TYPE 1, PRIORITY, holder RISING, product SUFENTA PRESERVATIVE FREE (sufentanil citrate 0.05 mg/mL). Current label (accessdata.fda.gov/drugsatfda_docs/label/2023/019050s043lbl.pdf) states 'Initial U.S. Approval: 1984'. Sufentanil was synthesized at Janssen Pharmaceutica (secondary histories); original 1984 applicant not independently pinned - flagged.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019050|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA019050%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1984,NDA 017783,017783,Glucotrol,glipizide,1984-05-08,TYPE 1,Type 1 - New Molecular Entity,STANDARD,YES,pre1985_fda_decisions.csv,PRE1985-1984-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017783,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017783%22&limit=1,YES,1984-05-08,TYPE 1,Type 1 - New Molecular Entity,STANDARD,PFIZER,VERIFIED,22,N/A (pre-1985 not in Compilation),"v13 2026-09-18 added. Payload: ORIG AP 1984-05-08, TYPE 1, STANDARD, holder PFIZER, product GLUCOTROL (glipizide 10 mg). Upjohn origin as per Micronase (same holder chain). Indication quoted verbatim from current glipizide labeling (api.fda.gov/drug/label.json, accessed 2026-09-18): 'Glipizide Tablets USP are indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.'",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017783|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017783%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1984,NDA 050554,050554,Precef,ceforanide (injection),1984-05-24,TYPE 1,Type 1 - New Molecular Entity,STANDARD,YES,pre1985_fda_decisions.csv,PRE1985-1984-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050554,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050554%22&limit=1,YES,1984-05-24,TYPE 1,Type 1 - New Molecular Entity,STANDARD,BRISTOL,VERIFIED,22,N/A (pre-1985 not in Compilation),"v13 2026-09-18 added. Payload: ORIG AP 1984-05-24, TYPE 1, STANDARD, holder BRISTOL, product PRECEF (ceforanide 20 g/vial). Original applicant attribution by holder continuity (Drugs@FDA holder 'BRISTOL' = Bristol-Myers lineage; no transfer recorded). Product discontinued - no current label to quote.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050554|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050554%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1984,NDA 017473,017473,Orap,pimozide,1984-07-31,TYPE 1,Type 1 - New Molecular Entity,STANDARD,YES,pre1985_fda_decisions.csv,PRE1985-1984-16,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017473,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017473%22&limit=1,YES,1984-07-31,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TEVA,VERIFIED,22,N/A (pre-1985 not in Compilation),"v13 2026-09-18 added. Payload: ORIG AP 1984-07-31, TYPE 1, STANDARD, holder TEVA, product ORAP (pimozide 1 mg). NYT (1984-08-08, 'F.D.A. APPROVES DRUG TO TREAT TOURETTE SYNDROME'): approval of pimozide announced by HHS Secretary Heckler, 'which will be marketed by McNeil Laboratories under the name of Orap... the 11th product to be approved under the orphan drug law'. Indication quoted from current pimozide labeling (api.fda.gov/drug/label.json, accessed 2026-09-18).",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017473|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017473%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1984,NDA 018700,018700,Inocor,inamrinone (amrinone) lactate,1984-07-31,TYPE 1,Type 1 - New Molecular Entity,STANDARD,YES,pre1985_fda_decisions.csv,PRE1985-1984-17,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018700,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018700%22&limit=1,YES,1984-07-31,TYPE 1,Type 1 - New Molecular Entity,STANDARD,SANOFI AVENTIS US,VERIFIED,22,N/A (pre-1985 not in Compilation),"v13 2026-09-18 added. Payload: ORIG AP 1984-07-31, TYPE 1, STANDARD, holder SANOFI AVENTIS US, product INOCOR (inamrinone lactate 5 mg/mL). Pink Sheet 'Sterling's Inocor (amrinone)': NDA submitted December 1981, IV form for severe congestive heart failure as second-line therapy, to be marketed by Sterling's Winthrop-Breon Labs; Guide to Pharmacology lists inamrinone as Inocor/WIN-40680, FDA approved 1984. INN renamed inamrinone (2000) to disambiguate from amiodarone; product since discontinued.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018700|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018700%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1984,NDA 018716,018716,Trandate,labetalol hydrochloride,1984-08-01,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,NO_BOUNDARY_ROW,pre1985_fda_decisions.csv,PRE1985-1984-06,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018716,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018716%22&limit=1,YES,1984-08-01,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,ALVOGEN,VERIFIED,22,N/A (pre-1985 not in Compilation),"Approved 1984-08-01. Glaxo lineage to GSK. v13 correction (2026-09-18): Drugs@FDA payload shows NDA018716 (TRANDATE, Glaxo) ORIG AP 1984-08-01 as TYPE 5 (new manufacturer) STANDARD - not 'TYPE 1'. The labetalol NME application approved that day is Schering's NORMODYNE NDA018686 (TYPE 1, PRIORITY, 1984-08-01), now tracked as PRE1985-1984-18. Current Drugs@FDA holder for NDA018716: ALVOGEN.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018716|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018716%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1984,NDA 018686,018686,Normodyne,labetalol hydrochloride (injection),1984-08-01,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,YES,pre1985_fda_decisions.csv,PRE1985-1984-18,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018686,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018686%22&limit=1,YES,1984-08-01,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,SCHERING,VERIFIED,22,N/A (pre-1985 not in Compilation),"v13 2026-09-18 added. Payload: ORIG AP 1984-08-01, TYPE 1, PRIORITY, holder SCHERING, product NORMODYNE (labetalol hydrochloride 5 mg/mL). Same-day sibling application: Glaxo's TRANDATE NDA018716 (TYPE 5, STANDARD, same date 1984-08-01) - both rows carry the cross-reference. Indication quoted from current labetalol labeling (api.fda.gov/drug/label.json, accessed 2026-09-18).",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018686|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018686%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
