record_id,year,application_number,kind,appl_no,decision_date,submission_class_code,submission_class_code_description,review_priority,products_verbatim,in_openfda_payload,classification,drugsatfda_url,openfda_url,verification_status,notes
FULLDB-1965-UNRES11,1965,,UNRESOLVED,061014,1965-07-08,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=061014,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1965-UNRES12,1965,,UNRESOLVED,016017,1965-07-19,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016017,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1965-UNRES13,1965,,UNRESOLVED,016031,1965-07-22,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016031,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1965-UNRES14,1965,,UNRESOLVED,061071,1965-08-20,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=061071,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1965-UNRES15,1965,,UNRESOLVED,060769,1965-09-30,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=060769,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1965-UNRES16,1965,,UNRESOLVED,014166,1965-11-23,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=014166,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1965-UNRES17,1965,,UNRESOLVED,050369,1965-12-02,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050369,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1965-SUMMARY,1965,,,,,,,,,,SUMMARY,,,CROSS-CHECKED,full-DB ORIG/AP approvals 1965: 32; openFDA payload rows: 32; payload-invisible (named from the full Drugs@FDA database): 0; ANDA originals excluded: 3; KIND_UNRESOLVED ORIG/AP rows reported: 17
FULLDB-1966-UNRES01,1966,,UNRESOLVED,011625,1966-01-04,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011625,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1966-UNRES02,1966,,UNRESOLVED,016124,1966-01-20,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016124,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1966-UNRES03,1966,,UNRESOLVED,060877,1966-03-13,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=060877,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1966-UNRES04,1966,,UNRESOLVED,050295,1966-04-07,UNKNOWN,,UNKNOWN,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050295,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1966-UNRES05,1966,,UNRESOLVED,050311,1966-04-12,UNKNOWN,,UNKNOWN,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050311,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1966-UNRES06,1966,,UNRESOLVED,050198,1966-04-18,UNKNOWN,,UNKNOWN,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050198,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1966-UNRES07,1966,,UNRESOLVED,050296,1966-04-18,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050296,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1966-UNRES08,1966,,UNRESOLVED,050300,1966-04-18,UNKNOWN,,UNKNOWN,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050300,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1966-UNRES09,1966,,UNRESOLVED,011636,1966-05-02,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011636,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1966-UNRES10,1966,,UNRESOLVED,014262,1966-05-20,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination,STANDARD,,FALSE,KIND_UNRESOLVED NME-comparable candidate,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=014262,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1966-UNRES11,1966,,UNRESOLVED,060809,1966-05-27,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=060809,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1966-UNRES12,1966,,UNRESOLVED,017933,1966-06-17,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017933,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1966-UNRES13,1966,,UNRESOLVED,009130,1966-07-22,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009130,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1966-UNRES14,1966,,UNRESOLVED,016129,1966-08-02,TYPE 3,Type 3 - New Dosage Form,STANDARD,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016129,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1966-UNRES15,1966,,UNRESOLVED,050352,1966-10-14,UNKNOWN,,UNKNOWN,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050352,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1966-UNRES16,1966,,UNRESOLVED,013071,1966-10-31,TYPE 3,Type 3 - New Dosage Form,STANDARD,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=013071,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1966-UNRES17,1966,,UNRESOLVED,060720,1966-11-23,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=060720,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1966-UNRES18,1966,,UNRESOLVED,016019,1966-12-06,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016019,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1966-SUMMARY,1966,,,,,,,,,,SUMMARY,,,CROSS-CHECKED,full-DB ORIG/AP approvals 1966: 16; openFDA payload rows: 16; payload-invisible (named from the full Drugs@FDA database): 0; ANDA originals excluded: 5; KIND_UNRESOLVED ORIG/AP rows reported: 18
FULLDB-1967-UNRES01,1967,,UNRESOLVED,050351,1967-01-06,UNKNOWN,,UNKNOWN,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050351,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1967-UNRES02,1967,,UNRESOLVED,013304,1967-01-09,TYPE 3,Type 3 - New Dosage Form,STANDARD,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=013304,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1967-UNRES03,1967,,UNRESOLVED,014716,1967-01-18,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=014716,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
