row_id,application_number,probe_file,probe_url,probe_sha256,live_orig_date,live_class_code,live_review_priority,live_sponsor,status,checked_against_payload
PRE1965AUDIT-1943-02,NDA005264,probe_NDA005264.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005264%22&limit=1000,5a658e4ae66f63dbcec21f7667b913a8f5a9ea948c5fd76ffdcb53ed7e9cc3c0,1943-05-04,TYPE 5,STANDARD,HOSPIRA,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1943-03,NDA005292,probe_NDA005292.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005292%22&limit=1000,3b5c324d428acd928eaaaa92ea3d67ecc5999559b05f747a0876011dfa2f29b8,1943-06-25,,,SCHERING,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1943-04,NDA005378,probe_NDA005378.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005378%22&limit=1000,8f18b0eb1d2369de51964c96556db4dcbf39fd1d3394bab5354eec0f6816d965,1943-12-31,UNKNOWN,UNKNOWN,AJENAT PHARMS,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1944-01,NDA005490,probe_NDA005490.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005490%22&limit=1000,9ad648455e47636a4573e3f07e79f3157af41eea1b87d271c839c3f4545580d7,1944-04-13,UNKNOWN,UNKNOWN,ORGANON USA INC,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1944-02,NDA005521,probe_NDA005521.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005521%22&limit=1000,4aac3544f77494d5596ef9e8568e7c538d181ea89c0c8f031325b0cb18da61c9,1944-05-19,,,LILLY,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1944-03,NDA005545,probe_NDA005545.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005545%22&limit=1000,f85ac44c151eb1497aaf3b48ee4d3646c82f2620f639b47a98e78b0cf152fddc,1944-07-31,,,ABBVIE,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1944-04,NDA005619,probe_NDA005619.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005619%22&limit=1000,52367d35a52d6352ec5b35760e9aeb1461e3cceff0eaa83fc637d69323d090d7,1944-12-30,UNKNOWN,UNKNOWN,MERCK,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1945-01,NDA005657,probe_NDA005657.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005657%22&limit=1000,f91e3e5837277e44735b1084679b38832eac6293b8dde58d77af307ec6ea123b,1945-02-20,TYPE 1,PRIORITY,BRISTOL MYERS SQUIBB,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1945-02,NDA005794,probe_NDA005794.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005794%22&limit=1000,b484372a755f9894f542ea361cf23f1d8512f2b0c706c653f01e1be21060848b,1945-09-12,,,ORTHO MCNEIL PHARM,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1945-03,NDA005795,probe_NDA005795.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005795%22&limit=1000,3beab2ecd7e92a57afa4b2364f3d4e2057fd0d5075666f87484e3d7a768e3f99,1945-10-04,TYPE 3,STANDARD,SHIRE,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1946-01,NDA004589,probe_NDA004589.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA004589%22&limit=1000,4a481ba80613356e4439e936503e3bc62a555eae5449e5b0b649f876499f2cdd,1946-01-17,,,B BRAUN,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1946-02,NDA005856,probe_NDA005856.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005856%22&limit=1000,4e43c5dccab510c0798ecae19377171f2e5c11d7d2ea79e9419c04b55e336bfe,1946-01-25,UNKNOWN,UNKNOWN,ABBVIE,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1946-03,NDA005845,probe_NDA005845.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005845%22&limit=1000,898bda453c98cd5dc1f57c0f12798439a8cc92284612d88e8d381277dd147ea5,1946-03-04,TYPE 1,STANDARD,MCNEIL CONS,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1946-04,NDA005929,probe_NDA005929.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005929%22&limit=1000,cb62c2c941eaab07b601c0a5bfe4186cf4bce3961a6a7acd762e27903d906339,1946-04-12,UNKNOWN,UNKNOWN,BAUSCH,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1946-05,NDA005939,probe_NDA005939.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005939%22&limit=1000,a52614d416bba99342b2b499382c8a12652a736830cca40d588601217a87e0f7,1946-05-06,UNKNOWN,UNKNOWN,PROVEPHARM SAS,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1946-06,NDA005963,probe_NDA005963.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005963%22&limit=1000,aaf9d15b0e60e24c93ea960a97962e5e572c202eb502ed29eed8241cf4e629ef,1946-07-21,UNKNOWN,UNKNOWN,SCHERING,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1946-07,NDA005970,probe_NDA005970.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005970%22&limit=1000,2e4728c02134ceb52d619ac9d50451564daf0342308927e8b3cb5f146e990c6a,1946-08-13,TYPE 1,PRIORITY,ELKINS SINN,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1946-08,NDA006012,probe_NDA006012.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006012%22&limit=1000,9b1a0e34534182cab4a8ac1644aa680d53519e67785f2868d2ec3358a844291a,1946-08-13,,,LEDERLE,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1946-09,NDA006008,probe_NDA006008.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006008%22&limit=1000,33d14c26ef138660441f4fc05b71a9940edf78c47bc0c73f4bd7ec1b6d39d0c1,1946-10-23,,,NOVARTIS,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1946-10,NDA006035,probe_NDA006035.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006035%22&limit=1000,25d2cdd47de1baec5be7b9c876f56f10559aed2a0872c6cd1f314f5a961d468e,1946-11-19,UNKNOWN,UNKNOWN,EDISON THERAPS LLC,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1947-01,NDA006110,probe_NDA006110.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006110%22&limit=1000,f15b90acf520cac929cf6d9a92d31bdcd2cc9ddc9158fbba29f960b4d6e63b6e,1947-01-09,,,ORTHO MCNEIL PHARM,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1947-02,NDA006095,probe_NDA006095.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006095%22&limit=1000,73bb3e803c1127c43ee2925d1f4f6bd184992fc28ad3a9b2fc59a76ae259a574,1947-01-30,TYPE 5,STANDARD,HOSPIRA,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1947-03,NDA006146,probe_NDA006146.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006146%22&limit=1000,2058ee7d4aeb3ad75e9e070a7ec582837fc180303625ae2a9a2bcc53a1a23fda,1947-03-06,TYPE 3,STANDARD,MCNEIL CONS,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1947-04,NDA006170,probe_NDA006170.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006170%22&limit=1000,519151182c48662d660f8a15ec99883c4ccec0dca5a210d8de401fb8ff611818,1947-04-23,TYPE 5,STANDARD,B BRAUN,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1947-05,NDA006135,probe_NDA006135.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006135%22&limit=1000,4d97dd96ebd510dfefcdf47d55b57054506014c04990076853cd030e3a590441,1947-06-02,UNKNOWN,UNKNOWN,LILLY,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1947-06,NDA005897,probe_NDA005897.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005897%22&limit=1000,47366daa8742db57734b6269070781faf7ec63afff144752154364e1fbfd3969,1947-06-05,UNKNOWN,UNKNOWN,WYETH PHARMS INC,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1947-07,NDA006071,probe_NDA006071.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006071%22&limit=1000,9602122bbb8627e73cf078b6bd12f1d6280c13c01991a22cc9287d028bdb20a3,1947-07-28,UNKNOWN,UNKNOWN,ROCHE,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1947-08,NDA006188,probe_NDA006188.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006188%22&limit=1000,450f1e45c0497e5d02f33a17303a3d9ad7dc7a878f50597cd2ed49650ea58bce,1947-07-28,UNKNOWN,UNKNOWN,PH HEALTH,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1947-09,NDA006213,probe_NDA006213.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006213%22&limit=1000,4ca0a5745e6184d5bf1b04732079be7fd9cd1a2578820ff23f9eda449078fb31,1947-07-29,UNKNOWN,UNKNOWN,LILLY,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1947-10,NDA006134,probe_NDA006134.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006134%22&limit=1000,9df346890923b3ba0a276a757029791b3af296753d5965fd1a1861b1495577a9,1947-08-13,UNKNOWN,UNKNOWN,HIKMA,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1947-11,NDA021624,probe_NDA021624.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA021624%22&limit=1000,656e9c886fbb05a692136c8011c4411057a2af1dbe906c2a9ab803d9f88b70e9,1947-08-13,UNKNOWN,UNKNOWN,MYLAN INSTITUTIONAL,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1947-12,NDA006333,probe_NDA006333.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006333%22&limit=1000,d20281a5a08ba1847d3b6e63743aba0e3783e97bb34ac227acdaf12f58ee6383,1947-10-17,UNKNOWN,UNKNOWN,CENT PHARMS,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1947-13,NDA006325,probe_NDA006325.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006325%22&limit=1000,a37752bdd178c9fc560adefe7721fb58c72059dfc9868011924aa758aefc54fa,1947-11-28,TYPE 5,STANDARD,LILLY,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1947-14,NDA006383,probe_NDA006383.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006383%22&limit=1000,68474734159b874cf2ca67ddfdb96c6064abcad1c233bb753a6e6c03be9beb5e,1947-12-15,UNKNOWN,UNKNOWN,MALLINCKRODT INC,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1948-01,NDA005914,probe_NDA005914.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005914%22&limit=1000,916a6848da2bd59943765e614045fee6a5bd337b9684296ab62377fb63ed43d0,1948-02-19,TYPE 1,STANDARD,NOVARTIS,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1948-02,NDA006328,probe_NDA006328.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006328%22&limit=1000,4ad5343c3a4076fb869d493f722b77531560b58f366b1e49773faf1c54293fca,1948-02-19,UNKNOWN,UNKNOWN,SANOFI AVENTIS US,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1948-03,NDA006403,probe_NDA006403.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006403%22&limit=1000,b6e22f545176eb73e91e9efaf7b7e8da8b57414ecc9c6c37e887145de1319733,1948-03-17,,,NOVARTIS,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1948-04,NDA006412,probe_NDA006412.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006412%22&limit=1000,f8a28078eca07e94713cd1741f84d43706afe2ea812562c9392e92020e7f057a,1948-04-07,TYPE 1,STANDARD,SANOFI AVENTIS US,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1948-05,NDA006525,probe_NDA006525.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006525%22&limit=1000,77c966f80bb7fff4e420448acfb4c75d8d8f128278730cbfd0d8d3b4364b8059,1948-07-29,UNKNOWN,UNKNOWN,ROCHE,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1948-06,NDA006536,probe_NDA006536.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006536%22&limit=1000,57fa0621a3858bf9ae8e0923562b145427e028a432f65d15130a56e9a1688224,1948-10-12,UNKNOWN,UNKNOWN,TEVA BRANDED PHARM,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1948-07,NDA006488,probe_NDA006488.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006488%22&limit=1000,92bf864760c827643e4174116bb4b0002dc838c2078d0b949417f89b313cfa9f,1948-11-19,UNKNOWN,UNKNOWN,FRESENIUS KABI USA,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1948-08,NDA021380,probe_NDA021380.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA021380%22&limit=1000,08063f9f3daf720992334babebf1263ce43e5df436ab5d45fabac05b8fcd6f28,1948-11-19,UNKNOWN,UNKNOWN,DENTSPLY PHARM,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1948-09,NDA021381,probe_NDA021381.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA021381%22&limit=1000,e719af4989bbaa160176553e10240c779b53abf0a975a5fea61dff591ac6b2db,1948-11-19,UNKNOWN,UNKNOWN,DENTSPLY PHARM,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1948-10,NDA006620,probe_NDA006620.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006620%22&limit=1000,0b44cc267856558d67aca70d49cf85daf8c8909a81a73b14a85723a98554fe7d,1948-11-26,,,NOVARTIS,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1949-01,NDA006632,probe_NDA006632.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006632%22&limit=1000,244b6a27e8101e6c8207d2c56282a2c6556320375f5dd4e71f0735582ba4a4a6,1949-01-04,TYPE 1,STANDARD,LILLY,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1949-02,NDA006695,probe_NDA006695.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006695%22&limit=1000,0e35fc4edf611bf342c5f17fe4eca2f41cb9bfeb97d8c2cdf3d0da7fb820fe63,1949-03-15,TYPE 1,PRIORITY,RECORDATI RARE,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1949-03,NDA006772,probe_NDA006772.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006772%22&limit=1000,997a94d796049a12d766e91ce1aad4dc4ccf0a0fc137fbaaff7f3d35afa56da5,1949-03-28,UNKNOWN,UNKNOWN,GLAXOSMITHKLINE,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1949-04,NDA006882,probe_NDA006882.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006882%22&limit=1000,4dabc97a0e28ce6efd91ecabc97b0b22a738de395e8004f3b2c3e0a8d83ac17f,1949-04-19,UNKNOWN,UNKNOWN,SANOFI AVENTIS US,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1949-05,NDA006773,probe_NDA006773.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006773%22&limit=1000,9367f05d3f08c059b58b86932644560745e2886299b37836ffdc72883c237d2b,1949-05-13,,,LEDERLE,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1949-06,NDA006823,probe_NDA006823.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006823%22&limit=1000,1befb7effe1c0162c995b4c57536301e5dc71312934174331a481351e9ec8393,1949-05-18,UNKNOWN,UNKNOWN,CASPER PHARMA LLC,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1949-07,NDA006800,probe_NDA006800.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006800%22&limit=1000,09d99060ebf4acfdc247cf6fe0505596bf4fecccb9ea29775a8222a67d80af95,1949-06-15,,,ABBVIE,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1949-08,NDA006927,probe_NDA006927.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006927%22&limit=1000,77588cf44de8f39ee6d6ca0a7275ae4707d19555633496fe36ad7c05d5e3c602,1949-07-06,UNKNOWN,UNKNOWN,JOURNEY,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1949-09,NDA006921,probe_NDA006921.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006921%22&limit=1000,c40919565c03399047467840a2f4a79c05285975890f5b36267af921fcbb46b3,1949-07-13,UNKNOWN,UNKNOWN,SCHERING,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1949-10,NDA006920,probe_NDA006920.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006920%22&limit=1000,52cb529db30362dbcb4fc97f324a45fb0ef093ea59005a81dc20f8a9d71d8f0d,1949-08-16,TYPE 5,STANDARD,LEDERLE,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1949-11,NDA007012,probe_NDA007012.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007012%22&limit=1000,1e2945529d2585f5e19233c755a28b9924b8e30b066673763048e50f3003ab42,1949-09-15,,,BAYER HLTHCARE,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1949-12,NDA006002,probe_NDA006002.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006002%22&limit=1000,1e5c3b9536d17a7cc9aec8f3b3f5bd77534f631f6e6e04525b30ef3a53368d0c,1949-10-31,UNKNOWN,UNKNOWN,SANOFI AVENTIS US,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1949-13,NDA007085,probe_NDA007085.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007085%22&limit=1000,8e308f6c3587fcbcf07122a29594de55455690c30b5dc4f95833b80d4f8e184f,1949-12-06,UNKNOWN,UNKNOWN,WARNER CHILCOTT,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1950-01,NDA050404,probe_NDA050404.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050404%22&limit=1000,c4846b8fad7095e65f8e573a334236fdaee62c488bea2958abe19d632ab19f41,1950-01-23,UNKNOWN,UNKNOWN,LEDERLE,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1950-02,NDA007320,probe_NDA007320.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007320%22&limit=1000,3c3d911dafb9f744d60e6a8a1ab81c61a041d65ae2749b8423381f590e17a04a,1950-03-08,TYPE 5,STANDARD,CONSOLIDATED MIDLAND,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1950-03,NDA007337,probe_NDA007337.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007337%22&limit=1000,c4920b51cfbbf0350a545b044a3eb09b221e8309d5c1013916568af5d2256bfc,1950-04-12,TYPE 4,STANDARD,ENDO OPERATIONS,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1950-04,NDA007409,probe_NDA007409.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007409%22&limit=1000,f2ef434f3e282873b1e1cedd6517c7e73bc2bc2fd5e58fd992f296d0944bb81b,1950-05-11,TYPE 1,STANDARD,ALLERGAN,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1950-05,NDA007335,probe_NDA007335.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007335%22&limit=1000,6d84a9f5352456a6a12c3a17ca3e6d24d1d2a6a40d732b6e7e3cc6e6b9921094,1950-06-02,TYPE 1,PRIORITY,APOTHECON,MATCH,date+class+priority+holder all equal
PRE1965AUDIT-1950-06,NDA007110,probe_NDA007110.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007110%22&limit=1000,66d76b8da51ef6244db9ddf74a15711c64959c8184337d64a4262770d61c76d2,1950-06-13,TYPE 1,PRIORITY,MERCK,MATCH,date+class+priority+holder all equal
