ticker,company,decision_date,decision_type,close_before,date_before,close_on_or_after,date_on_or_after,pct_change_on_decision,price_t1,pct_change_t1,source_url,verification_status,notes,manual_verification_url,secondary_verification_url
LLY,,2026-08-27,,1189.41,2026-08-26,1176.1,2026-08-27,-1.12,1174.61,,https://query1.finance.yahoo.com/v8/finance/chart/LLY?period1=1786752000&period2=1788825600&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/LLY/history/,https://www.stockanalysis.com/stocks/lly/history/
GILD,,2026-08-27,,148.09,2026-08-26,148.86,2026-08-27,0.52,145.68,,https://query1.finance.yahoo.com/v8/finance/chart/GILD?period1=1786752000&period2=1788825600&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/GILD/history/,https://www.stockanalysis.com/stocks/gild/history/
RVMD,Revolution Medicines,2026-08-26,Approval,214.66,2026-08-19,211.38,2026-08-26,-1.53,,,https://query1.finance.yahoo.com/v8/finance/chart/RVMD,Verified,Rasonque approval,https://finance.yahoo.com/quote/RVMD/history/,https://www.stockanalysis.com/stocks/rvmd/history/
LLY,,2026-08-26,,1233.66,2026-08-25,1189.41,2026-08-26,-3.59,1176.1,,https://query1.finance.yahoo.com/v8/finance/chart/LLY?period1=1786665600&period2=1788739200&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/LLY/history/,https://www.stockanalysis.com/stocks/lly/history/
ONC,,2026-08-25,,371.98,2026-08-24,376.37,2026-08-25,1.18,375.8,,https://query1.finance.yahoo.com/v8/finance/chart/ONC?period1=1786579200&period2=1788652800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/ONC/history/,https://www.stockanalysis.com/stocks/onc/history/
JAZZ,,2026-08-25,,254.47,2026-08-24,260.23,2026-08-25,2.26,249.29,,https://query1.finance.yahoo.com/v8/finance/chart/JAZZ?period1=1786579200&period2=1788652800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/JAZZ/history/,https://www.stockanalysis.com/stocks/jazz/history/
JNJ,,2026-08-24,,270.24,2026-08-21,273.04,2026-08-24,1.04,273.14,,https://query1.finance.yahoo.com/v8/finance/chart/JNJ?period1=1786492800&period2=1788566400&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/JNJ/history/,https://www.stockanalysis.com/stocks/jnj/history/
APLS,,2026-08-20,,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/APLS?period1=1786147200&period2=1788220800&interval=1d&includePrePost=false,Data unavailable - acquired/delisted or pre-Yahoo coverage,fetch status: FAILED HTTPError: HTTP Error 404: Not Found,https://finance.yahoo.com/quote/APLS/history/,https://www.stockanalysis.com/stocks/apls/history/
REGN,"Regeneron Pharmaceuticals, Inc.",2026-08-19,Approval,810.239990234375,2026-08-18,840.8400268554688,2026-08-19,3.78,826.6400146484375,,https://query1.finance.yahoo.com/v8/finance/chart/REGN?period1=&period2=&interval=1d (verbatim JSON in data/raw/stock_yahoo_batch_2026_09/REGN_2026-08-19.json),Verified,"longName=Regeneron Pharmaceuticals, Inc.; meta symbol=REGN; raw bars 17; source file REGN_2026-08-19.json",https://finance.yahoo.com/quote/REGN/history/,https://www.stockanalysis.com/stocks/regn/history/
BAX,,2026-08-14,,27.05,2026-08-13,26.73,2026-08-14,-1.18,25.91,,https://query1.finance.yahoo.com/v8/finance/chart/BAX?period1=1785628800&period2=1787702400&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/BAX/history/,https://www.stockanalysis.com/stocks/bax/history/
LNTH,"Lantheus Holdings, Inc.",2026-08-13,Approval,100.7300033569336,2026-08-12,100.94000244140625,2026-08-13,0.21,100.94999694824219,,https://query1.finance.yahoo.com/v8/finance/chart/LNTH?period1=&period2=&interval=1d (verbatim JSON in data/raw/stock_yahoo_batch_2026_09/LNTH_2026-08-13.json),Verified,"longName=Lantheus Holdings, Inc.; meta symbol=LNTH; raw bars 17; source file LNTH_2026-08-13.json",https://finance.yahoo.com/quote/LNTH/history/,https://www.stockanalysis.com/stocks/lnth/history/
BMY,Bristol Myers Squibb Company,2026-08-13,Approval,63.70000076293945,2026-08-12,64.6500015258789,2026-08-13,1.49,63.83000183105469,,https://query1.finance.yahoo.com/v8/finance/chart/BMY?period1=&period2=&interval=1d (verbatim JSON in data/raw/stock_yahoo_batch_2026_09/BMY_2026-08-13.json),Verified,longName=Bristol-Myers Squibb Company; meta symbol=BMY; raw bars 17; source file BMY_2026-08-13.json,https://finance.yahoo.com/quote/BMY/history/,https://www.stockanalysis.com/stocks/bmy/history/
TAK,Takeda Pharmaceutical,2026-08-05,Approval,17.75,2026-07-29,16.56,2026-08-05,-6.7,,,https://query1.finance.yahoo.com/v8/finance/chart/TAK,Verified,Orzeyful approval,https://finance.yahoo.com/quote/TAK/history/,https://www.stockanalysis.com/stocks/tak/history/
RDY,,2026-07-31,,11.83,2026-07-30,11.85,2026-07-31,0.17,12.07,,https://query1.finance.yahoo.com/v8/finance/chart/RDY?period1=1784419200&period2=1786492800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/RDY/history/,https://www.stockanalysis.com/stocks/rdy/history/
NVS,,2026-07-31,,158.44,2026-07-30,156.15,2026-07-31,-1.45,153.67,,https://query1.finance.yahoo.com/v8/finance/chart/NVS?period1=1784419200&period2=1786492800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/NVS/history/,https://www.stockanalysis.com/stocks/nvs/history/
FSNUY,,2026-07-29,,12.71,2026-07-28,12.78,2026-07-29,0.55,12.99,,https://query1.finance.yahoo.com/v8/finance/chart/FSNUY?period1=1784246400&period2=1786320000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/FSNUY/history/,https://www.stockanalysis.com/stocks/fsnuy/history/
VTRS,,2026-07-28,,17.64,2026-07-27,17.86,2026-07-28,1.25,17.82,,https://query1.finance.yahoo.com/v8/finance/chart/VTRS?period1=1784160000&period2=1786233600&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/VTRS/history/,https://www.stockanalysis.com/stocks/vtrs/history/
OTLK,"Outlook Therapeutics, Inc.",2026-07-24,Approval,1.3200000524520874,2026-07-23,1.4049999713897705,2026-07-24,6.44,1.065000057220459,,https://query1.finance.yahoo.com/v8/finance/chart/OTLK?period1=&period2=&interval=1d (verbatim JSON in data/raw/stock_yahoo_batch_2026_09/OTLK_2026-07-24.json),Verified,"longName=Outlook Therapeutics, Inc.; meta symbol=OTLK; raw bars 18; source file OTLK_2026-07-24.json",https://finance.yahoo.com/quote/OTLK/history/,https://www.stockanalysis.com/stocks/otlk/history/
KVUE,,2026-07-24,,18.9,2026-07-23,19.28,2026-07-24,2.01,19.48,,https://query1.finance.yahoo.com/v8/finance/chart/KVUE?period1=1783814400&period2=1785888000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/KVUE/history/,https://www.stockanalysis.com/stocks/kvue/history/
ALPMY,,2026-07-24,,13.09,2026-07-23,13.21,2026-07-24,0.92,13.41,,https://query1.finance.yahoo.com/v8/finance/chart/ALPMY?period1=1783814400&period2=1785888000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/ALPMY/history/,https://www.stockanalysis.com/stocks/alpmy/history/
AEZS,,2026-07-23,,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/AEZS?period1=1783728000&period2=1785801600&interval=1d&includePrePost=false,Data unavailable - acquired/delisted or pre-Yahoo coverage,fetch status: FAILED HTTPError: HTTP Error 404: Not Found,https://finance.yahoo.com/quote/AEZS/history/,https://www.stockanalysis.com/stocks/aezs/history/
NUVL,"Nuvalent, Inc.",2026-07-22,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/NUVL,Flagged - degenerate zero-volume series - no price data,"Yahoo chart API returned 0 bars for NUVL around 2026-07-22; longName=Nuvalent Inc; flagged as unreliable, blank beats guessed",https://finance.yahoo.com/quote/NUVL/history/,https://www.stockanalysis.com/stocks/nuvl/history/
NVS,,2026-07-16,,150.8,2026-07-15,152.73,2026-07-16,1.28,153.76,,https://query1.finance.yahoo.com/v8/finance/chart/NVS?period1=1783123200&period2=1785196800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/NVS/history/,https://www.stockanalysis.com/stocks/nvs/history/
MRK,"Merck & Co., Inc.",2026-07-15,Approval,120.77999877929688,2026-07-14,123.61000061035156,2026-07-15,2.34,127.62999725341797,,https://query1.finance.yahoo.com/v8/finance/chart/MRK?period1=&period2=&interval=1d (verbatim JSON in data/raw/stock_yahoo_batch_2026_09/MRK_2026-07-15.json),Verified,"longName=Merck & Co., Inc.; meta symbol=MRK; raw bars 16; source file MRK_2026-07-15.json",https://finance.yahoo.com/quote/MRK/history/,https://www.stockanalysis.com/stocks/mrk/history/
LLY,,2026-07-14,,1181.87,2026-07-13,1152.54,2026-07-14,-2.48,1156.63,,https://query1.finance.yahoo.com/v8/finance/chart/LLY?period1=1782950400&period2=1785024000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/LLY/history/,https://www.stockanalysis.com/stocks/lly/history/
CELC,Celcuity Inc.,2026-07-14,Approval,103.79000091552734,2026-07-13,111.05000305175781,2026-07-14,6.99,91.51000213623047,,https://query1.finance.yahoo.com/v8/finance/chart/CELC?period1=&period2=&interval=1d (verbatim JSON in data/raw/stock_yahoo_batch_2026_09/CELC_2026-07-14.json),Verified,longName=Celcuity Inc.; meta symbol=CELC; raw bars 16; source file CELC_2026-07-14.json,https://finance.yahoo.com/quote/CELC/history/,https://www.stockanalysis.com/stocks/celc/history/
LLY,,2026-07-13,,1188.58,2026-07-10,1181.87,2026-07-13,-0.56,1152.54,,https://query1.finance.yahoo.com/v8/finance/chart/LLY?period1=1782864000&period2=1784937600&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/LLY/history/,https://www.stockanalysis.com/stocks/lly/history/
ESALY,,2026-07-13,,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/ESALY?period1=1782864000&period2=1784937600&interval=1d&includePrePost=false,Data unavailable - acquired/delisted or pre-Yahoo coverage,fetch status: FAILED HTTPError: HTTP Error 404: Not Found,https://finance.yahoo.com/quote/ESALY/history/,https://www.stockanalysis.com/stocks/esaly/history/
MRK,,2026-07-10,,125.07,2026-07-09,123.54,2026-07-10,-1.22,124.03,,https://query1.finance.yahoo.com/v8/finance/chart/MRK?period1=1782604800&period2=1784678400&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/MRK/history/,https://www.stockanalysis.com/stocks/mrk/history/
ALPMY,,2026-07-10,,13.19,2026-07-09,13.25,2026-07-10,0.45,13.07,,https://query1.finance.yahoo.com/v8/finance/chart/ALPMY?period1=1782604800&period2=1784678400&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/ALPMY/history/,https://www.stockanalysis.com/stocks/alpmy/history/
SNY,,2026-07-09,,42.78,2026-07-08,43.9,2026-07-09,2.62,43.5,,https://query1.finance.yahoo.com/v8/finance/chart/SNY?period1=1782518400&period2=1784592000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/SNY/history/,https://www.stockanalysis.com/stocks/sny/history/
AMRX,,2026-07-09,,16.96,2026-07-08,17.02,2026-07-09,0.35,17.01,,https://query1.finance.yahoo.com/v8/finance/chart/AMRX?period1=1782518400&period2=1784592000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/AMRX/history/,https://www.stockanalysis.com/stocks/amrx/history/
VERA,"Vera Therapeutics, Inc.",2026-07-07,Approval,40.130001068115234,2026-07-06,42.959999084472656,2026-07-07,7.05,42.43000030517578,,https://query1.finance.yahoo.com/v8/finance/chart/VERA?period1=&period2=&interval=1d (verbatim JSON in data/raw/stock_yahoo_batch_2026_09/VERA_2026-07-07.json),Verified,"longName=Vera Therapeutics, Inc.; meta symbol=VERA; raw bars 16; source file VERA_2026-07-07.json",https://finance.yahoo.com/quote/VERA/history/,https://www.stockanalysis.com/stocks/vera/history/
NVS,,2026-07-01,,156.72,2026-06-30,154.14,2026-07-01,-1.65,159.9,,https://query1.finance.yahoo.com/v8/finance/chart/NVS?period1=1781827200&period2=1783900800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/NVS/history/,https://www.stockanalysis.com/stocks/nvs/history/
UNCY,Unicycive Therapeutics Inc.,2026-06-29,CRL,7.13,2026-06-26,7.7,2026-06-29,7.99,4.69,,https://query1.finance.yahoo.com/v8/finance/chart/UNCY?period1=1781654400&period2=1783814399&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/UNCY/history/,https://www.stockanalysis.com/stocks/uncy/history/
VRDN,"Viridian Therapeutics, Inc.",2026-06-26,Approval,17.389999389648438,2026-06-25,17.899999618530273,2026-06-26,2.93,18.790000915527344,,https://query1.finance.yahoo.com/v8/finance/chart/VRDN?period1=&period2=&interval=1d (verbatim JSON in data/raw/stock_yahoo_batch_2026_09/VRDN_2026-06-26.json),Verified,"longName=Viridian Therapeutics, Inc.; meta symbol=VRDN; raw bars 16; source file VRDN_2026-06-26.json",https://finance.yahoo.com/quote/VRDN/history/,https://www.stockanalysis.com/stocks/vrdn/history/
ABBV,,2026-06-26,,243.14,2026-06-25,253.35,2026-06-26,4.2,254.31,,https://query1.finance.yahoo.com/v8/finance/chart/ABBV?period1=1781395200&period2=1783468800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/ABBV/history/,https://www.stockanalysis.com/stocks/abbv/history/
PFE,,2026-06-24,,24.72,2026-06-23,24.04,2026-06-24,-2.75,23.67,,https://query1.finance.yahoo.com/v8/finance/chart/PFE?period1=1781222400&period2=1783296000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/PFE/history/,https://www.stockanalysis.com/stocks/pfe/history/
MRK,,2026-06-24,,119.6,2026-06-23,120.6,2026-06-24,0.84,125.45,,https://query1.finance.yahoo.com/v8/finance/chart/MRK?period1=1781222400&period2=1783296000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/MRK/history/,https://www.stockanalysis.com/stocks/mrk/history/
IONS,,2026-06-24,,75.99,2026-06-23,76.52,2026-06-24,0.7,78.34,,https://query1.finance.yahoo.com/v8/finance/chart/IONS?period1=1781222400&period2=1783296000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/IONS/history/,https://www.stockanalysis.com/stocks/ions/history/
IMMU,,2026-06-24,,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/IMMU?period1=1781222400&period2=1783296000&interval=1d&includePrePost=false,Data unavailable - acquired/delisted or pre-Yahoo coverage,fetch status: FAILED HTTPError: HTTP Error 404: Not Found,https://finance.yahoo.com/quote/IMMU/history/,https://www.stockanalysis.com/stocks/immu/history/
ACHV,"Achieve Life Sciences, Inc.",2026-06-20,CRL,4.85,2026-06-18,5.1,2026-06-22,5.15,5.01,,https://query1.finance.yahoo.com/v8/finance/chart/ACHV?period1=1780876800&period2=1783036799&interval=1d&includePrePost=false,Verified - approx window,decision date 2026-06-20 was not a trading day in the capture; using next trading day 2026-06-22,https://finance.yahoo.com/quote/ACHV/history/,https://www.stockanalysis.com/stocks/achv/history/
ZLDPF,,2026-06-18,,45.01,2026-06-17,44.75,2026-06-18,-0.58,44.75,,https://query1.finance.yahoo.com/v8/finance/chart/ZLDPF?period1=1780704000&period2=1782777600&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/ZLDPF/history/,https://www.stockanalysis.com/stocks/zldpf/history/
SPRO,Spero Therapeutics,2026-06-17,Approval,2.54,2026-06-10,,2026-06-17,,,,https://query1.finance.yahoo.com/v8/finance/chart/SPRO,Verified - partial,"Utebzi approval (GSK-marketed); note steep subsequent decline to ~$1.13 by Sept 2026, unrelated later catalyst - flagged for manual review",https://finance.yahoo.com/quote/SPRO/history/,https://www.stockanalysis.com/stocks/spro/history/
AMPH,,2026-06-16,,19.71,2026-06-15,19.96,2026-06-16,1.27,19.41,,https://query1.finance.yahoo.com/v8/finance/chart/AMPH?period1=1780531200&period2=1782604800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/AMPH/history/,https://www.stockanalysis.com/stocks/amph/history/
MRK,,2026-06-12,,120.76,2026-06-11,119.05,2026-06-12,-1.42,114.9,,https://query1.finance.yahoo.com/v8/finance/chart/MRK?period1=1780185600&period2=1782259200&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/MRK/history/,https://www.stockanalysis.com/stocks/mrk/history/
BAYRY,Bayer AG,2026-06-12,Approval,10.399999618530273,2026-06-11,10.4399995803833,2026-06-12,0.38,10.4399995803833,,https://query1.finance.yahoo.com/v8/finance/chart/BAYRY?period1=&period2=&interval=1d (verbatim JSON in data/raw/stock_yahoo_batch_2026_09/BAYRY_2026-06-12.json),Verified,longName=Bayer Aktiengesellschaft; meta symbol=BAYRY; raw bars 17; source file BAYRY_2026-06-12.json,https://finance.yahoo.com/quote/BAYRY/history/,https://www.stockanalysis.com/stocks/bayry/history/
AZN,,2026-06-12,,182.28,2026-06-11,178.75,2026-06-12,-1.94,177.27,,https://query1.finance.yahoo.com/v8/finance/chart/AZN?period1=1780185600&period2=1782259200&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/AZN/history/,https://www.stockanalysis.com/stocks/azn/history/
ABBV,,2026-06-12,,224.77,2026-06-11,227.73,2026-06-12,1.32,221.59,,https://query1.finance.yahoo.com/v8/finance/chart/ABBV?period1=1780185600&period2=1782259200&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/ABBV/history/,https://www.stockanalysis.com/stocks/abbv/history/
LLY,,2026-06-09,,1149.15,2026-06-08,1144.6801,2026-06-09,-0.39,1136.37,,https://query1.finance.yahoo.com/v8/finance/chart/LLY?period1=1779926400&period2=1782000000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/LLY/history/,https://www.stockanalysis.com/stocks/lly/history/
PFE,,2026-06-05,,25.69,2026-06-04,26.04,2026-06-05,1.36,25.62,,https://query1.finance.yahoo.com/v8/finance/chart/PFE?period1=1779580800&period2=1781654400&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/PFE/history/,https://www.stockanalysis.com/stocks/pfe/history/
SGIOF,"Shionogi & Co., Ltd.",2026-05-29,Approval,18.881999969482422,2026-05-28,18.881999969482422,2026-05-29,0.00,18.881999969482422,,https://query1.finance.yahoo.com/v8/finance/chart/SGIOF?period1=&period2=&interval=1d (verbatim JSON in data/raw/stock_yahoo_batch_2026_09/SGIOF_2026-05-29.json),Verified,"longName=Shionogi & Co., Ltd.; meta symbol=SGIOF; raw bars 17; source file SGIOF_2026-05-29.json",https://finance.yahoo.com/quote/SGIOF/history/,https://www.stockanalysis.com/stocks/sgiof/history/
CING,Cingulate Inc.,2026-05-29,CRL,4.34,2026-05-28,4.16,2026-05-29,-4.15,3.6,,https://query1.finance.yahoo.com/v8/finance/chart/CING?period1=1778976000&period2=1781135999&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/CING/history/,https://www.stockanalysis.com/stocks/cing/history/
JNJ,,2026-05-28,,231.29,2026-05-27,230.8,2026-05-28,-0.21,225.33,,https://query1.finance.yahoo.com/v8/finance/chart/JNJ?period1=1778889600&period2=1780963200&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/JNJ/history/,https://www.stockanalysis.com/stocks/jnj/history/
AZN,,2026-05-28,,185.65,2026-05-27,185.33,2026-05-28,-0.17,185.67,,https://query1.finance.yahoo.com/v8/finance/chart/AZN?period1=1778889600&period2=1780963200&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/AZN/history/,https://www.stockanalysis.com/stocks/azn/history/
ABBV,AbbVie Inc.,2026-05-27,Approval,213.1199951171875,2026-05-26,215.39999389648438,2026-05-27,1.07,218.6300048828125,,https://query1.finance.yahoo.com/v8/finance/chart/ABBV?period1=&period2=&interval=1d (verbatim JSON in data/raw/stock_yahoo_batch_2026_09/ABBV_2026-05-27.json),Verified,longName=AbbVie Inc.; meta symbol=ABBV; raw bars 16; source file ABBV_2026-05-27.json,https://finance.yahoo.com/quote/ABBV/history/,https://www.stockanalysis.com/stocks/abbv/history/
JNJ,,2026-05-23,,234.34,2026-05-22,230.18,2026-05-26,-1.78,231.29,,https://query1.finance.yahoo.com/v8/finance/chart/JNJ?period1=1778457600&period2=1780531200&interval=1d&includePrePost=false,Verified - approx window,next trading day used: 2026-05-26,https://finance.yahoo.com/quote/JNJ/history/,https://www.stockanalysis.com/stocks/jnj/history/
GILD,"Gilead Sciences, Inc.",2026-05-22,Approval,130.5,2026-05-21,134.36000061035156,2026-05-22,2.96,133.72999572753906,,https://query1.finance.yahoo.com/v8/finance/chart/GILD?period1=&period2=&interval=1d (verbatim JSON in data/raw/stock_yahoo_batch_2026_09/GILD_2026-05-22.json),Verified,"longName=Gilead Sciences, Inc.; meta symbol=GILD; raw bars 17; source file GILD_2026-05-22.json",https://finance.yahoo.com/quote/GILD/history/,https://www.stockanalysis.com/stocks/gild/history/
GALDY,,2026-05-22,,40.59,2026-05-21,40.65,2026-05-22,0.15,40.38,,https://query1.finance.yahoo.com/v8/finance/chart/GALDY?period1=1778371200&period2=1780444800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/GALDY/history/,https://www.stockanalysis.com/stocks/galdy/history/
DSNKY,,2026-05-22,,16.64,2026-05-21,16.62,2026-05-22,-0.12,16.92,,https://query1.finance.yahoo.com/v8/finance/chart/DSNKY?period1=1778371200&period2=1780444800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/DSNKY/history/,https://www.stockanalysis.com/stocks/dsnky/history/
ABBV,,2026-05-21,,212.3,2026-05-20,214.5,2026-05-21,1.04,215.7,,https://query1.finance.yahoo.com/v8/finance/chart/ABBV?period1=1778284800&period2=1780358400&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/ABBV/history/,https://www.stockanalysis.com/stocks/abbv/history/
ABBV,,2026-05-20,,213.76,2026-05-19,212.3,2026-05-20,-0.68,214.5,,https://query1.finance.yahoo.com/v8/finance/chart/ABBV?period1=1778198400&period2=1780272000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/ABBV/history/,https://www.stockanalysis.com/stocks/abbv/history/
INCY,,2026-05-18,,95.31,2026-05-15,95.19,2026-05-18,-0.13,95.6,,https://query1.finance.yahoo.com/v8/finance/chart/INCY?period1=1778025600&period2=1780099200&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/INCY/history/,https://www.stockanalysis.com/stocks/incy/history/
DSNKY,,2026-05-15,,16.26,2026-05-14,16.23,2026-05-15,-0.18,16.46,,https://query1.finance.yahoo.com/v8/finance/chart/DSNKY?period1=1777766400&period2=1779840000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/DSNKY/history/,https://www.stockanalysis.com/stocks/dsnky/history/
AZN,AstraZeneca plc,2026-05-15,Approval,184.9600067138672,2026-05-14,181.5800018310547,2026-05-15,-1.83,183.9199981689453,,https://query1.finance.yahoo.com/v8/finance/chart/AZN?period1=&period2=&interval=1d (verbatim JSON in data/raw/stock_yahoo_batch_2026_09/AZN_2026-05-15.json),Verified,longName=AstraZeneca PLC; meta symbol=AZN; raw bars 17; source file AZN_2026-05-15.json,https://finance.yahoo.com/quote/AZN/history/,https://www.stockanalysis.com/stocks/azn/history/
