gap_id,company_name,openfda_sponsor_name,ticker,exchange,us_investable_class,drug_brand,drug_generic,application_number,application_kind,decision_date,chemical_type_description,review_priority,source_url_1,source_url_2,verification_status,sponsor_resolution_basis,notes
T1GAP-BLA103964,Pharmaand GmbH,Pharmaand GmbH,UNRESOLVED,,UNRESOLVED (REVIEW),PEGASYS,PEGINTERFERON ALFA-2A,BLA103964,BLA,2002-10-16,Type 1 - New Molecular Entity,STANDARD,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103964,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA103964""",FLAGGED FOR REVIEW — Type 1 NME in openFDA Drugs@FDA but not matched to fda_decisions_master.csv. NOT merged into the NME master (would break the official CDER year-count audit). Early-2000s BLAs were often CBER-licensed and excluded from CDER NME year tables; later rows may be alternate presentations or copacks of an already-listed NME.,no sponsor_registry entry for 'pharmaand',Do not treat as a confirmed missing novel approval until a human compares this row to FDA's official NME year table and the master list. Blank beats guessed — left out of the 980-row NME count on purpose.
T1GAP-BLA125057,AbbVie Inc.,ABBVIE INC,ABBV,NYSE,US-LISTED,HUMIRA,ADALIMUMAB,BLA125057,BLA,2002-12-31,Type 1 - New Molecular Entity,STANDARD,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125057,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA125057""",FLAGGED FOR REVIEW — Type 1 NME in openFDA Drugs@FDA but not matched to fda_decisions_master.csv. NOT merged into the NME master (would break the official CDER year-count audit). Early-2000s BLAs were often CBER-licensed and excluded from CDER NME year tables; later rows may be alternate presentations or copacks of an already-listed NME.,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Do not treat as a confirmed missing novel approval until a human compares this row to FDA's official NME year table and the master list. Blank beats guessed — left out of the 980-row NME count on purpose.
T1GAP-BLA103979,Sanofi,GENZYME,SNY,NASDAQ,US-LISTED (ADR),FABRAZYME,AGALSIDASE BETA,BLA103979,BLA,2003-04-24,Type 1 - New Molecular Entity,PRIORITY,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103979,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA103979""",FLAGGED FOR REVIEW — Type 1 NME in openFDA Drugs@FDA but not matched to fda_decisions_master.csv. NOT merged into the NME master (would break the official CDER year-count audit). Early-2000s BLAs were often CBER-licensed and excluded from CDER NME year tables; later rows may be alternate presentations or copacks of an already-listed NME.,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Do not treat as a confirmed missing novel approval until a human compares this row to FDA's official NME year table and the master list. Blank beats guessed — left out of the 980-row NME count on purpose.
T1GAP-BLA125058,BioMarin Pharmaceutical Inc.,BIOMARIN,BMRN,NASDAQ,US-LISTED,ALDURAZYME,LARONIDASE,BLA125058,BLA,2003-04-30,Type 1 - New Molecular Entity,PRIORITY,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125058,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA125058""",FLAGGED FOR REVIEW — Type 1 NME in openFDA Drugs@FDA but not matched to fda_decisions_master.csv. NOT merged into the NME master (would break the official CDER year-count audit). Early-2000s BLAs were often CBER-licensed and excluded from CDER NME year tables; later rows may be alternate presentations or copacks of an already-listed NME.,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Do not treat as a confirmed missing novel approval until a human compares this row to FDA's official NME year table and the master list. Blank beats guessed — left out of the 980-row NME count on purpose.
T1GAP-BLA103976,Roche Holding AG,GENENTECH,NO_US_TICKER,SIX,NON-US LISTING ONLY,XOLAIR,OMALIZUMAB,BLA103976,BLA,2003-06-20,Type 1 - New Molecular Entity,STANDARD,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103976,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA103976""",FLAGGED FOR REVIEW — Type 1 NME in openFDA Drugs@FDA but not matched to fda_decisions_master.csv. NOT merged into the NME master (would break the official CDER year-count audit). Early-2000s BLAs were often CBER-licensed and excluded from CDER NME year tables; later rows may be alternate presentations or copacks of an already-listed NME.,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Do not treat as a confirmed missing novel approval until a human compares this row to FDA's official NME year table and the master list. Blank beats guessed — left out of the 980-row NME count on purpose.
T1GAP-NDA020564,GSK plc,VIIV HLTHCARE,NO_US_TICKER,,NOT US-INVESTABLE (UNVERIFIED),EPIVIR,LAMIVUDINE 300MG,NDA020564,NDA,2004-11-22,Type 1 - New Molecular Entity,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020564,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020564""",FLAGGED FOR REVIEW — Type 1 NME in openFDA Drugs@FDA but not matched to fda_decisions_master.csv. NOT merged into the NME master (would break the official CDER year-count audit). Early-2000s BLAs were often CBER-licensed and excluded from CDER NME year tables; later rows may be alternate presentations or copacks of an already-listed NME.,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Do not treat as a confirmed missing novel approval until a human compares this row to FDA's official NME year table and the master list. Blank beats guessed — left out of the 980-row NME count on purpose.
T1GAP-NDA022023,Merck & Co.,MERCK AND CO INC,MRK,NYSE,US-LISTED,EMEND,FOSAPREPITANT DIMEGLUMINE,NDA022023,NDA,2008-01-25,Type 1 - New Molecular Entity,STANDARD,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022023,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA022023""",FLAGGED FOR REVIEW — Type 1 NME in openFDA Drugs@FDA but not matched to fda_decisions_master.csv. NOT merged into the NME master (would break the official CDER year-count audit). Early-2000s BLAs were often CBER-licensed and excluded from CDER NME year tables; later rows may be alternate presentations or copacks of an already-listed NME.,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Do not treat as a confirmed missing novel approval until a human compares this row to FDA's official NME year table and the master list. Blank beats guessed — left out of the 980-row NME count on purpose.
T1GAP-NDA211617,ESPERION THERAPS INC,ESPERION THERAPS INC,UNRESOLVED,,UNRESOLVED (REVIEW),NEXLIZET,BEMPEDOIC ACID AND EZETIMIBE,NDA211617,NDA,2020-02-26,Type 1 - New Molecular Entity and Type 4 - New Combination,STANDARD,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211617,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA211617""",FLAGGED FOR REVIEW — Type 1 NME in openFDA Drugs@FDA but not matched to fda_decisions_master.csv. NOT merged into the NME master (would break the official CDER year-count audit). Early-2000s BLAs were often CBER-licensed and excluded from CDER NME year tables; later rows may be alternate presentations or copacks of an already-listed NME.,no sponsor_registry entry for 'esperion theraps',Do not treat as a confirmed missing novel approval until a human compares this row to FDA's official NME year table and the master list. Blank beats guessed — left out of the 980-row NME count on purpose.
T1GAP-NDA212643,UNIV OF CA SAN FRAN,UNIV OF CA SAN FRAN,UNRESOLVED,,UNRESOLVED (REVIEW),GALLIUM GA 68 GOZETOTIDE,GALLIUM GA-68 GOZETOTIDE,NDA212643,NDA,2020-12-01,Type 1 - New Molecular Entity,STANDARD,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212643,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA212643""",FLAGGED FOR REVIEW — Type 1 NME in openFDA Drugs@FDA but not matched to fda_decisions_master.csv. NOT merged into the NME master (would break the official CDER year-count audit). Early-2000s BLAs were often CBER-licensed and excluded from CDER NME year tables; later rows may be alternate presentations or copacks of an already-listed NME.,no sponsor_registry entry for 'univ ca san fran',Do not treat as a confirmed missing novel approval until a human compares this row to FDA's official NME year table and the master list. Blank beats guessed — left out of the 980-row NME count on purpose.
T1GAP-BLA761391,Galderma Group AG,GALDERMA LABS LP,GALDY,OTC,US-LISTED (ADR),NEMLUVIO,NEMOLIZUMAB-ILTO 30mg,BLA761391,BLA,2024-12-13,Type 1 - New Molecular Entity,STANDARD,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761391,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA761391""",FLAGGED FOR REVIEW — Type 1 NME in openFDA Drugs@FDA but not matched to fda_decisions_master.csv. NOT merged into the NME master (would break the official CDER year-count audit). Early-2000s BLAs were often CBER-licensed and excluded from CDER NME year tables; later rows may be alternate presentations or copacks of an already-listed NME.,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Do not treat as a confirmed missing novel approval until a human compares this row to FDA's official NME year table and the master list. Blank beats guessed — left out of the 980-row NME count on purpose.
T1GAP-BLA761464,"Daiichi Sankyo Company, Limited",DAIICHI SANKYO INC,DSNKY,OTCQX,US-LISTED (ADR),DATROWAY,DATOPOTAMAB DERUXTECAN-DLNK 100MG,BLA761464,BLA,2025-06-23,Type 1 - New Molecular Entity,PRIORITY,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761464,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA761464""",FLAGGED FOR REVIEW — Type 1 NME in openFDA Drugs@FDA but not matched to fda_decisions_master.csv. NOT merged into the NME master (would break the official CDER year-count audit). Early-2000s BLAs were often CBER-licensed and excluded from CDER NME year tables; later rows may be alternate presentations or copacks of an already-listed NME.,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Do not treat as a confirmed missing novel approval until a human compares this row to FDA's official NME year table and the master list. Blank beats guessed — left out of the 980-row NME count on purpose.
