action_id,year,appl_no,application_number,action_class,action_date,submission_type,submission_no,submission_status,submission_class_code_id,submission_class_code,submission_class_code_description,review_priority,nme_comparable,holder_drugsatfda_verbatim,first_product_brand,first_product_ingredients,first_product_strength,first_product_form_route,n_products_published,marketing_status_openfda,fr_safety_determination_marker,products_with_fr_marker,suppl_actions_1965_1979,suppl_actions_in_year,official_docs_rows,appletter_url_count,review_doc_url_count,pre96_review_url_count,first_appletter_url,first_pre96_review_url,first_label_url,tracked_decision_id,verified_decision_row,crosscheck_record_id,openfda_payload_file,drugsatfda_url,openfda_url,evidence_source_file,evidence_source_line,evidence_manifest_sha256,verification_status,notes
PRE1980ACT-1977-049,1977,017972,NDA017972,TRACKED_NDA_ORIGINAL,1977-12-16,ORIG,1,AP,15,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,SUN PHARM INDS INC,OSTEOLITE,TECHNETIUM TC-99M MEDRONATE KIT,N/A,INJECTABLE;INJECTION,1,Discontinued,FALSE,0,3,0,3,2,0,0,"https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2025/017972Orig1s017,018124Orig1s032,019039Orig1s022ltr.pdf",,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2025/017972s017,018124s032,019039s022lbl.pdf",none (not a Type 1/1-4 original approval),,,data/raw/openfda_orig_decisions_1975_1979/decisions_1977.json,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017972,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017972%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6829,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,Verified (verbatim Drugs@FDA submission row; line number cited),"v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Application type, holder and product facts come from the committed Drugs@FDA Applications/Products extracts. Holder is the CURRENT Drugs@FDA applicant of record, never asserted as the 1977-1979 applicant; no indication is recorded because the official extract publishes none. Supplement counts are approval actions (status AP) inside the committed 1965-1979 window only and understate lifetime post-approval activity."
PRE1980ACT-1977-050,1977,017974,,KIND_UNRESOLVED,1977-08-26,ORIG,1,AP,,,,,FALSE,,,,,,0,,FALSE,0,0,0,0,0,0,0,,,,,,FULldb-1977-UNRES20,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017974,,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6833,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, application type not published (KIND_UNRESOLVED) - review candidate only","v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. ApplNo is absent from the unfiltered Applications table, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it either. This is a review candidate, never an approval row in the NME decision table. Cross-check record FULldb-1977-UNRES20."
PRE1980ACT-1978-041,1978,017979,NDA017979,TRACKED_NDA_ORIGINAL,1978-12-21,ORIG,1,AP,15,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,ABRAXIS PHARM,HEPARIN SODIUM,HEPARIN SODIUM,"1,000 UNITS/ML",INJECTABLE;INJECTION,3,Discontinued,FALSE,0,7,0,0,0,0,0,,,,none (not a Type 1/1-4 original approval),,,data/raw/openfda_orig_decisions_1975_1979/decisions_1978.json,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017979,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017979%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6841,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,Verified (verbatim Drugs@FDA submission row; line number cited),"v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Application type, holder and product facts come from the committed Drugs@FDA Applications/Products extracts. Holder is the CURRENT Drugs@FDA applicant of record, never asserted as the 1977-1979 applicant; no indication is recorded because the official extract publishes none. Supplement counts are approval actions (status AP) inside the committed 1965-1979 window only and understate lifetime post-approval activity."
PRE1980ACT-1978-042,1978,017982,NDA017982,TRACKED_NDA_ORIGINAL,1978-08-23,ORIG,1,AP,7,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,GE HEALTHCARE,AMIPAQUE,METRIZAMIDE,3.75GM/VIAL,INJECTABLE;INJECTION,4,Discontinued,FALSE,0,0,0,0,0,0,0,,,,PRE1980-1978-14,PRE1980-1978-14,,data/raw/openfda_orig_decisions_1975_1979/decisions_1978.json,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017982,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017982%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6842,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,Verified (verbatim Drugs@FDA submission row; line number cited),"v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Application type, holder and product facts come from the committed Drugs@FDA Applications/Products extracts. Holder is the CURRENT Drugs@FDA applicant of record, never asserted as the 1977-1979 applicant; no indication is recorded because the official extract publishes none. Supplement counts are approval actions (status AP) inside the committed 1965-1979 window only and understate lifetime post-approval activity."
PRE1980ACT-1979-018,1979,017984,,KIND_UNRESOLVED,1979-08-08,ORIG,1,AP,,,,,FALSE,,,,,,0,,FALSE,0,0,0,0,0,0,0,,,,,,FULldb-1979-UNRES11,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017984,,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6843,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, application type not published (KIND_UNRESOLVED) - review candidate only","v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. ApplNo is absent from the unfiltered Applications table, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it either. This is a review candidate, never an approval row in the NME decision table. Cross-check record FULldb-1979-UNRES11."
PRE1980ACT-1979-019,1979,017989,NDA017989,TRACKED_NDA_ORIGINAL,1979-01-09,ORIG,1,AP,7,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,PFIZER,HEMABATE,CARBOPROST TROMETHAMINE,EQ 0.25MG BASE/ML,INJECTABLE;INJECTION,1,Prescription,FALSE,0,0,0,2,1,0,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/017989Orig1s019ltr.pdf,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/017989s019lbl.pdf,PRE1980-1979-01,PRE1980-1979-01,,data/raw/openfda_orig_decisions_1975_1979/decisions_1979.json,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017989,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017989%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6844,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,Verified (verbatim Drugs@FDA submission row; line number cited),"v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Application type, holder and product facts come from the committed Drugs@FDA Applications/Products extracts. Holder is the CURRENT Drugs@FDA applicant of record, never asserted as the 1977-1979 applicant; no indication is recorded because the official extract publishes none. Supplement counts are approval actions (status AP) inside the committed 1965-1979 window only and understate lifetime post-approval activity."
PRE1980ACT-1977-051,1977,017993,NDA017993,TRACKED_NDA_ORIGINAL,1977-12-30,ORIG,1,AP,12,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,NOVARTIS,HYDERGINE,ERGOLOID MESYLATES,1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET;ORAL,2,Discontinued,TRUE,2,4,0,0,0,0,0,,,,none (not a Type 1/1-4 original approval),,,data/raw/openfda_orig_decisions_1975_1979/decisions_1977.json,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017993,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017993%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6849,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,Verified (verbatim Drugs@FDA submission row; line number cited),"v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Application type, holder and product facts come from the committed Drugs@FDA Applications/Products extracts. Holder is the CURRENT Drugs@FDA applicant of record, never asserted as the 1977-1979 applicant; no indication is recorded because the official extract publishes none. Supplement counts are approval actions (status AP) inside the committed 1965-1979 window only and understate lifetime post-approval activity."
PRE1980ACT-1978-043,1978,017994,NDA017994,TRACKED_NDA_ORIGINAL,1978-03-01,ORIG,1,AP,12,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,PFIZER,PSORCON E,DIFLORASONE DIACETATE,0.05%,OINTMENT;TOPICAL,1,Discontinued,FALSE,0,7,1,4,2,0,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/17994slr022ltr.pdf,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/17994slr022_psorcon_lbl.pdf,none (not a Type 1/1-4 original approval),,,data/raw/openfda_orig_decisions_1975_1979/decisions_1978.json,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017994,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017994%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6857,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,Verified (verbatim Drugs@FDA submission row; line number cited),"v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Application type, holder and product facts come from the committed Drugs@FDA Applications/Products extracts. Holder is the CURRENT Drugs@FDA applicant of record, never asserted as the 1977-1979 applicant; no indication is recorded because the official extract publishes none. Supplement counts are approval actions (status AP) inside the committed 1965-1979 window only and understate lifetime post-approval activity."
PRE1980ACT-1978-044,1978,017995,NDA017995,TRACKED_NDA_ORIGINAL,1978-04-24,ORIG,1,AP,15,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,B BRAUN,DEXTROSE 60% IN PLASTIC CONTAINER,DEXTROSE,60GM/100ML,INJECTABLE;INJECTION,2,Discontinued,FALSE,0,0,0,0,0,0,0,,,,none (not a Type 1/1-4 original approval),,,data/raw/openfda_orig_decisions_1975_1979/decisions_1978.json,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017995,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017995%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6858,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,Verified (verbatim Drugs@FDA submission row; line number cited),"v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Application type, holder and product facts come from the committed Drugs@FDA Applications/Products extracts. Holder is the CURRENT Drugs@FDA applicant of record, never asserted as the 1977-1979 applicant; no indication is recorded because the official extract publishes none. Supplement counts are approval actions (status AP) inside the committed 1965-1979 window only and understate lifetime post-approval activity."
PRE1980ACT-1978-045,1978,018001,,KIND_UNRESOLVED,1978-01-11,ORIG,1,AP,,,,,FALSE,,,,,,0,,FALSE,0,1,1,0,0,0,0,,,,,,FULldb-1978-UNRES02,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018001,,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6860,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, application type not published (KIND_UNRESOLVED) - review candidate only","v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. ApplNo is absent from the unfiltered Applications table, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it either. This is a review candidate, never an approval row in the NME decision table. Cross-check record FULldb-1978-UNRES02."
PRE1980ACT-1979-020,1979,018008,NDA018008,TRACKED_NDA_ORIGINAL,1979-02-02,ORIG,1,AP,15,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,BAXTER HLTHCARE,"DEXTROSE 5%, SODIUM CHLORIDE 0.45% AND POTASSIUM CHLORIDE 20MEQ (K) IN PLASTIC CONTAINER",DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,5GM/100ML;300MG/100ML;450MG/100ML,INJECTABLE;INJECTION,10,Prescription,FALSE,0,2,2,10,6,0,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/18008slr063,18037slr063,19308slr020ltr.pdf",,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/013684s092,016677s139,et al_lbl.pdf",none (not a Type 1/1-4 original approval),,,data/raw/openfda_orig_decisions_1975_1979/decisions_1979.json,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018008,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018008%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6863,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,Verified (verbatim Drugs@FDA submission row; line number cited),"v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Application type, holder and product facts come from the committed Drugs@FDA Applications/Products extracts. Holder is the CURRENT Drugs@FDA applicant of record, never asserted as the 1977-1979 applicant; no indication is recorded because the official extract publishes none. Supplement counts are approval actions (status AP) inside the committed 1965-1979 window only and understate lifetime post-approval activity."
PRE1980ACT-1977-052,1977,018012,NDA018012,TRACKED_NDA_ORIGINAL,1977-08-01,ORIG,1,AP,15,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,SPECGX LLC,PAMELOR,NORTRIPTYLINE HYDROCHLORIDE,EQ 10MG BASE/5ML,SOLUTION;ORAL,1,Discontinued,FALSE,0,2,0,14,5,1,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/18012s026,18013s056ltr.pdf",,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/18012s026,18013s056lbl.pdf",none (not a Type 1/1-4 original approval),,,data/raw/openfda_orig_decisions_1975_1979/decisions_1977.json,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018012,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018012%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6866,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,Verified (verbatim Drugs@FDA submission row; line number cited),"v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Application type, holder and product facts come from the committed Drugs@FDA Applications/Products extracts. Holder is the CURRENT Drugs@FDA applicant of record, never asserted as the 1977-1979 applicant; no indication is recorded because the official extract publishes none. Supplement counts are approval actions (status AP) inside the committed 1965-1979 window only and understate lifetime post-approval activity."
PRE1980ACT-1977-053,1977,018013,NDA018013,TRACKED_NDA_ORIGINAL,1977-08-01,ORIG,1,AP,15,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,SPECGX LLC,PAMELOR,NORTRIPTYLINE HYDROCHLORIDE,EQ 10MG BASE,CAPSULE;ORAL,4,Discontinued,FALSE,0,4,0,15,6,1,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/017090s74,18012s27,18013s58,19906s34ltr.pdf",,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/18012s026,18013s056lbl.pdf",none (not a Type 1/1-4 original approval),,,data/raw/openfda_orig_decisions_1975_1979/decisions_1977.json,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018013,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018013%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6871,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,Verified (verbatim Drugs@FDA submission row; line number cited),"v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Application type, holder and product facts come from the committed Drugs@FDA Applications/Products extracts. Holder is the CURRENT Drugs@FDA applicant of record, never asserted as the 1977-1979 applicant; no indication is recorded because the official extract publishes none. Supplement counts are approval actions (status AP) inside the committed 1965-1979 window only and understate lifetime post-approval activity."
PRE1980ACT-1979-021,1979,018016,NDA018016,TRACKED_NDA_ORIGINAL,1979-02-02,ORIG,1,AP,15,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,BAXTER HLTHCARE,SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,SODIUM CHLORIDE,450MG/100ML,INJECTABLE;INJECTION,1,Prescription,FALSE,0,2,2,14,8,0,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/16677s124ltr.pdf,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/018016s056lbl.pdf,none (not a Type 1/1-4 original approval),,,data/raw/openfda_orig_decisions_1975_1979/decisions_1979.json,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018016,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018016%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6872,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,Verified (verbatim Drugs@FDA submission row; line number cited),"v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Application type, holder and product facts come from the committed Drugs@FDA Applications/Products extracts. Holder is the CURRENT Drugs@FDA applicant of record, never asserted as the 1977-1979 applicant; no indication is recorded because the official extract publishes none. Supplement counts are approval actions (status AP) inside the committed 1965-1979 window only and understate lifetime post-approval activity."
PRE1980ACT-1978-046,1978,018018,,KIND_UNRESOLVED,1978-06-30,ORIG,1,AP,,,,,FALSE,,,,,,0,,FALSE,0,0,0,0,0,0,0,,,,,,FULldb-1978-UNRES13,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018018,,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6875,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, application type not published (KIND_UNRESOLVED) - review candidate only","v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. ApplNo is absent from the unfiltered Applications table, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it either. This is a review candidate, never an approval row in the NME decision table. Cross-check record FULldb-1978-UNRES13."
PRE1980ACT-1978-047,1978,018020,,KIND_UNRESOLVED,1978-11-21,ORIG,1,AP,,,,,FALSE,,,,,,0,,FALSE,0,0,0,0,0,0,0,,,,,,FULldb-1978-UNRES23,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018020,,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6876,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, application type not published (KIND_UNRESOLVED) - review candidate only","v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. ApplNo is absent from the unfiltered Applications table, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it either. This is a review candidate, never an approval row in the NME decision table. Cross-check record FULldb-1978-UNRES23."
PRE1980ACT-1978-048,1978,018023,NDA018023,TRACKED_NDA_ORIGINAL,1978-02-21,ORIG,1,AP,,CLASS_ID_BLANK_NOT_IN_LOOKUP,,,FALSE,B BRAUN,LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML,INJECTABLE;INJECTION,1,Discontinued,FALSE,0,8,3,0,0,0,0,,,,none (not a Type 1/1-4 original approval),,,data/raw/openfda_orig_decisions_1975_1979/decisions_1978.json,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018023,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018023%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6885,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,Verified (verbatim Drugs@FDA submission row; line number cited),"v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Application type, holder and product facts come from the committed Drugs@FDA Applications/Products extracts. Holder is the CURRENT Drugs@FDA applicant of record, never asserted as the 1977-1979 applicant; no indication is recorded because the official extract publishes none. Supplement counts are approval actions (status AP) inside the committed 1965-1979 window only and understate lifetime post-approval activity."
PRE1980ACT-1979-022,1979,018024,NDA018024,TRACKED_NDA_ORIGINAL,1979-05-15,ORIG,1,AP,7,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,PH HEALTH,NUBAIN,NALBUPHINE HYDROCHLORIDE,10MG/ML (10MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"SOLUTION;INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",5,Discontinued,TRUE,5,1,1,13,6,2,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/18024slr036ltr.pdf,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/018024s040lbl.pdf,PRE1980-1979-04,PRE1980-1979-04,,data/raw/openfda_orig_decisions_1975_1979/decisions_1979.json,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018024,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018024%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6887,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,Verified (verbatim Drugs@FDA submission row; line number cited),"v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Application type, holder and product facts come from the committed Drugs@FDA Applications/Products extracts. Holder is the CURRENT Drugs@FDA applicant of record, never asserted as the 1977-1979 applicant; no indication is recorded because the official extract publishes none. Supplement counts are approval actions (status AP) inside the committed 1965-1979 window only and understate lifetime post-approval activity."
PRE1980ACT-1979-023,1979,018025,NDA018025,TRACKED_NDA_ORIGINAL,1979-01-10,ORIG,1,AP,,CLASS_ID_BLANK_NOT_IN_LOOKUP,,,FALSE,INTL MEDICATION,FUROSEMIDE,FUROSEMIDE,10MG/ML,INJECTABLE;INJECTION,1,Discontinued,FALSE,0,0,0,0,0,0,0,,,,none (not a Type 1/1-4 original approval),,,data/raw/openfda_orig_decisions_1975_1979/decisions_1979.json,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018025,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018025%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6888,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,Verified (verbatim Drugs@FDA submission row; line number cited),"v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Application type, holder and product facts come from the committed Drugs@FDA Applications/Products extracts. Holder is the CURRENT Drugs@FDA applicant of record, never asserted as the 1977-1979 applicant; no indication is recorded because the official extract publishes none. Supplement counts are approval actions (status AP) inside the committed 1965-1979 window only and understate lifetime post-approval activity."
PRE1980ACT-1978-049,1978,018026,NDA018026,TRACKED_NDA_ORIGINAL,1978-02-08,ORIG,1,AP,,CLASS_ID_BLANK_NOT_IN_LOOKUP,,,FALSE,B BRAUN,DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,DEXTROSE; SODIUM CHLORIDE,5GM/100ML;900MG/100ML,INJECTABLE;INJECTION,1,Discontinued,FALSE,0,7,4,0,0,0,0,,,,none (not a Type 1/1-4 original approval),,,data/raw/openfda_orig_decisions_1975_1979/decisions_1978.json,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018026,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018026%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6896,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,Verified (verbatim Drugs@FDA submission row; line number cited),"v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Application type, holder and product facts come from the committed Drugs@FDA Applications/Products extracts. Holder is the CURRENT Drugs@FDA applicant of record, never asserted as the 1977-1979 applicant; no indication is recorded because the official extract publishes none. Supplement counts are approval actions (status AP) inside the committed 1965-1979 window only and understate lifetime post-approval activity."
PRE1980ACT-1979-024,1979,018027,NDA018027,TRACKED_NDA_ORIGINAL,1979-04-27,ORIG,1,AP,15,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,ANI PHARMS,LITHOBID,LITHIUM CARBONATE,300MG,"TABLET, EXTENDED RELEASE;ORAL",1,Prescription,FALSE,0,4,4,21,11,1,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/18027slr040,046,049ltr.pdf",,http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/18027s40s46s49lbl.pdf,none (not a Type 1/1-4 original approval),,,data/raw/openfda_orig_decisions_1975_1979/decisions_1979.json,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018027,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018027%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,6901,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,Verified (verbatim Drugs@FDA submission row; line number cited),"v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Application type, holder and product facts come from the committed Drugs@FDA Applications/Products extracts. Holder is the CURRENT Drugs@FDA applicant of record, never asserted as the 1977-1979 applicant; no indication is recorded because the official extract publishes none. Supplement counts are approval actions (status AP) inside the committed 1965-1979 window only and understate lifetime post-approval activity."
