ApplicationDocsID	ApplicationDocsTypeID	ApplNo	SubmissionType	SubmissionNo	ApplicationDocsTitle	ApplicationDocsURL	ApplicationDocsDate
56	1	004782	SUPPL     	155	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/004782s155ltr.pdf	2008-03-05 00:00:00
57	1	004782	SUPPL     	162	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/004782s162,s164,s0167ltr.pdf	2011-10-31 00:00:00
58	1	005010	SUPPL     	48	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/05010slr048ltr.pdf	2003-06-08 00:00:00
59	1	005010	SUPPL     	51	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/005010s051ltr.pdf	2011-11-02 00:00:00
60	1	005378	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/05378s024ltr.pdf	2006-04-13 00:00:00
61	1	005378	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/005378s026ltr.pdf	2007-05-16 00:00:00
62	1	005378	SUPPL     	28	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/005378Orig1s028ltr.pdf	2013-12-09 00:00:00
63	1	005378	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/005378Orig1s030ltr.pdf	2015-04-21 00:00:00
64	1	005619	SUPPL     	18	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/05619slr018ltr.pdf	2004-05-28 00:00:00
65	1	005619	SUPPL     	20	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/005619s020ltr.pdf	2005-06-07 00:00:00
66	1	005619	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/005619s021ltr.pdf	2011-03-23 00:00:00
67	1	005856	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/005856s021ltr.pdf	2012-06-08 00:00:00
68	1	005929	SUPPL     	33	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/05929slr032,033and20148slr007,008ltr.pdf	2003-07-31 00:00:00
69	1	006002	SUPPL     	43	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/006002Orig1s043ltr.pdf	2013-11-08 00:00:00
70	1	006035	SUPPL     	75	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/006035s07LTRd.pdf	2007-05-01 00:00:00
71	1	006035	SUPPL     	78	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/006035s078ltr.pdf	2012-06-27 00:00:00
72	1	006134	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/006134Orig1s030ltr.pdf	2012-07-11 00:00:00
73	1	006134	SUPPL     	31	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/006134Orig1s031ltr.pdf	2012-07-11 00:00:00
74	1	006134	SUPPL     	37	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/006134Orig1s037ltr.pdf	2015-06-29 00:00:00
75	1	006134	SUPPL     	38	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/006134Orig1s038ltr.pdf	2015-04-03 00:00:00
76	1	006188	SUPPL     	20	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/006188s020ltr.pdf	2010-04-05 00:00:00
77	1	006188	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/006188s021,s022ltr.pdf	2011-07-29 00:00:00
78	1	006188	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/006188Orig1s024ltr.pdf	2015-02-12 00:00:00
79	1	006188	SUPPL     	25	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/006188Orig1s025ltr.pdf	2016-01-20 00:00:00
80	1	006488	SUPPL     	74	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/006488s074ltr.pdf	2010-03-18 00:00:00
81	1	006695	SUPPL     	31	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/06695slr031ltr.pdf	2004-03-02 00:00:00
82	1	006927	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06927slr030,09112slr021ltr.pdf	2003-07-06 00:00:00
83	1	007073	SUPPL     	115	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/07073s115ltr.pdf	2004-05-27 00:00:00
84	1	007073	SUPPL     	120	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/7073slr120ltr.pdf	2004-05-27 00:00:00
85	1	007073	SUPPL     	125	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/007073Orig1s125ltr.pdf	2012-12-18 00:00:00
86	1	007073	SUPPL     	128	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/007073Orig1s128ltr.pdf	2014-03-06 00:00:00
87	1	007337	SUPPL     	45	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/007337s045ltr.pdf	2010-03-18 00:00:00
88	1	007409	SUPPL     	40	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/007409s040, 007961s026, 008370s031LTR.pdf	2007-02-12 00:00:00
89	1	008085	SUPPL     	52	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08085slr052,scm055ltr.pdf	2003-11-05 00:00:00
90	1	008085	SUPPL     	53	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/08085s53s54ltr.pdf	2002-02-20 00:00:00
91	1	008085	SUPPL     	55	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08085slr052,scm055ltr.pdf	2003-11-05 00:00:00
92	1	008306	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/008306s030ltr.pdf	2008-11-28 00:00:00
93	1	008316	SUPPL     	15	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08316slr015ltr.pdf	2003-06-22 00:00:00
94	1	008316	SUPPL     	17	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/008316s017ltr.pdf	2008-08-13 00:00:00
95	1	008316	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/008316Orig1s021ltr.pdf	2015-04-17 00:00:00
96	1	008316	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/008316Orig1s022ltr.pdf	2016-07-29 00:00:00
97	1	008370	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/08-370slr030ltr.pdf	2002-08-12 00:00:00
98	1	008372	SUPPL     	45	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/008372s045ltr.pdf	2012-07-09 00:00:00
99	1	008381	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08381slr027ltr.pdf	2003-07-06 00:00:00
100	1	008381	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/008381s030ltr.pdf	2008-11-13 00:00:00
101	1	008453	SUPPL     	27	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/008453s027ltr.pdf	2010-11-30 00:00:00
102	1	008578	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08578slr016ltr.pdf	2003-11-25 00:00:00
103	1	008708	SUPPL     	25	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/008708s025ltr.pdf	2008-04-09 00:00:00
104	1	008762	SUPPL     	20	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/08762s20s21s22s26ltr.pdf	2001-11-20 00:00:00
105	1	008762	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/08762s20s21s22s26ltr.pdf	2001-11-20 00:00:00
106	1	008762	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/008762s032,s039,s040,s041ltr.pdf	2011-12-01 00:00:00
107	1	008762	SUPPL     	38	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/008762s038ltr.pdf	2011-01-24 00:00:00
108	1	008762	SUPPL     	39	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/008762s032,s039,s040,s041ltr.pdf	2011-12-01 00:00:00
109	1	008762	SUPPL     	40	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/008762s032,s039,s040,s041ltr.pdf	2011-12-01 00:00:00
110	1	008762	SUPPL     	42	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/008762s042ltr.pdf	2011-05-31 00:00:00
111	1	008762	SUPPL     	47	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/008762Orig1s047ltr.pdf	2013-03-08 00:00:00
112	1	008762	SUPPL     	51	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/008762Orig1s051,010151Orig1s039ltr.pdf	2014-04-04 00:00:00
113	1	008762	SUPPL     	52	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/008762Orig1s052,10151Orig1s040ltr.pdf	2015-04-17 00:00:00
114	1	008809	SUPPL     	54	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/08809s054ltr.pdf	2004-09-10 00:00:00
115	1	008809	SUPPL     	66	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/008809Orig1s066ltr.pdf	2013-03-28 00:00:00
116	1	008816	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/08816s032ltr.pdf	2004-07-28 00:00:00
117	1	008845	SUPPL     	65	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/008845s065ltr.pdf	2010-11-30 00:00:00
118	1	008848	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08848scf024ltr.pdf	2004-06-14 00:00:00
119	1	009000	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/9000s022ltr.pdf	2002-06-04 00:00:00
120	1	009048	SUPPL     	37	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/09048slr037ltr.pdf	2003-04-15 00:00:00
121	1	009053	SUPPL     	20	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/09053s020ltr.pdf	2002-03-22 00:00:00
122	1	009053	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/09053slr021ltr.pdf	2002-09-06 00:00:00
123	1	009053	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/009053s032ltr.pdf	2011-05-31 00:00:00
124	1	009112	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06927slr030,09112slr021ltr.pdf	2003-07-06 00:00:00
125	1	009165	SUPPL     	31	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/009165s031_ltr.pdf	2007-07-30 00:00:00
126	1	009165	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/009165Orig1s032ltr.pdf	2014-06-23 00:00:00
127	1	009170	SUPPL     	33	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/009170s033ltr.pdf	2009-02-03 00:00:00
128	1	009170	SUPPL     	34	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/009170s034ltr.pdf	2009-05-13 00:00:00
129	1	009170	SUPPL     	35	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/009170s035ltr.pdf	2010-07-23 00:00:00
130	1	009175	SUPPL     	37	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/009175s037ltr.pdf	2009-02-13 00:00:00
131	1	009175	SUPPL     	38	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/009175s038ltr.pdf	2010-11-02 00:00:00
132	1	009175	SUPPL     	39	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/009175s039ltr.pdf	2010-10-19 00:00:00
133	1	007409	SUPPL     	41	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/007409s041,007961s028,008370s032ltr.pdf	2011-08-02 00:00:00
134	1	007513	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/007513s024ltr.pdf	2007-10-04 00:00:00
135	1	007638	SUPPL     	38	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/007638Orig1s038ltr.pdf	2015-12-29 00:00:00
136	1	007935	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/07935slr025,026,028ltr.pdf	2002-12-26 00:00:00
137	1	007959	SUPPL     	13	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/7959s013s015.pdf	2002-04-24 00:00:00
138	1	007959	SUPPL     	15	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/7959s013s015.pdf	2002-04-24 00:00:00
139	1	007961	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/007409s040, 007961s026, 008370s031LTR.pdf	2007-02-12 00:00:00
140	1	008085	SUPPL     	54	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/08085s53s54ltr.pdf	2002-02-20 00:00:00
141	1	008085	SUPPL     	58	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/008085s058LTR.pdf	2006-06-02 00:00:00
142	1	008085	SUPPL     	66	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/008085Orig1s066ltr.pdf	2016-02-01 00:00:00
143	1	008107	SUPPL     	54	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/08107s54ltr.pdf	2002-02-12 00:00:00
144	1	008107	SUPPL     	55	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08-107scm055ltr.pdf	2003-12-22 00:00:00
145	1	008173	SUPPL     	15	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08173slr015ltr.pdf	2003-04-15 00:00:00
146	1	008306	SUPPL     	31	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/008306Orig1s031ltr.pdf	2013-05-13 00:00:00
147	1	008370	SUPPL     	31	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/007409s040, 007961s026, 008370s031LTR.pdf	2007-02-12 00:00:00
148	1	008370	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/007409s041,007961s028,008370s032ltr.pdf	2011-08-02 00:00:00
149	1	008370	SUPPL     	33	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/007409Orig1s042,008370Orig1s033ltr.pdf	2013-01-15 00:00:00
150	1	008372	SUPPL     	44	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/008372Orig1s044ltr.pdf	2015-03-25 00:00:00
151	1	008381	SUPPL     	27	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08381slr027ltr.pdf	2003-07-06 00:00:00
152	1	008381	SUPPL     	28	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/08381s028,11265s029ltr.pdf	2008-04-09 00:00:00
153	1	008578	SUPPL     	15	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/8578slr015ltr.pdf	2004-06-02 00:00:00
154	1	008678	SUPPL     	25	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/008678s025,s026ini.pdf	2007-05-01 00:00:00
155	1	008678	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/008678s025,s026ini.pdf	2007-05-01 00:00:00
156	1	008678	SUPPL     	28	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/008678Orig1s028ltr.pdf	2016-07-14 00:00:00
157	1	008708	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08708slr022ltr.pdf	2004-06-02 00:00:00
158	1	008708	SUPPL     	23	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08708slr023ltr.pdf	2004-01-09 00:00:00
159	1	008720	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/08720s016ltr.pdf	2004-09-07 00:00:00
160	1	008762	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/08762s20s21s22s26ltr.pdf	2001-11-20 00:00:00
161	1	008762	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/08762s20s21s22s26ltr.pdf	2001-11-20 00:00:00
162	1	008762	SUPPL     	31	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08762slr031ltr.pdf	2003-03-26 00:00:00
163	1	008762	SUPPL     	36	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/008762s036ltr.pdf	2009-04-29 00:00:00
164	1	008762	SUPPL     	41	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/008762s032,s039,s040,s041ltr.pdf	2011-12-01 00:00:00
165	1	008762	SUPPL     	43	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/008762s032,s039,s040,s041ltr.pdf	2011-12-01 00:00:00
166	1	008762	SUPPL     	50	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/008762Orig1s050,010151Orig1s038ltr.pdf	2014-01-28 00:00:00
167	1	008762	SUPPL     	54	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/08762Orig1s054,10151Orig1s041ltr.pdf	2016-01-26 00:00:00
168	1	008809	SUPPL     	46	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/8809s046ltr.pdf	2002-06-04 00:00:00
169	1	008809	SUPPL     	52	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/08809scf052ltr.pdf	2004-04-29 00:00:00
170	1	008809	SUPPL     	65	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/008809s065ltr.pdf	2012-06-15 00:00:00
171	1	008848	SUPPL     	25	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/008848s025ltr.pdf	2005-05-18 00:00:00
172	1	008922	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/008922s016ltr.pdf	2009-05-26 00:00:00
173	1	009000	SUPPL     	23	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/9000s022ltr.pdf	2004-05-28 00:00:00
174	1	009053	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/09053slr022ltr.pdf	2003-01-10 00:00:00
175	1	009112	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/009112s022ltr.pdf	2009-07-15 00:00:00
176	1	009190	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/009190Orig1s021ltr.pdf	2014-03-24 00:00:00
177	1	009190	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/009190Orig1s024ltr.pdf	2014-04-07 00:00:00
