ticker,company,decision_date,decision_type,close_before,date_before,close_on_or_after,date_on_or_after,close_few_days_later,date_few_days_later,pct_change_on_decision,source_url,verification_status,notes
VSTM,Verastem Oncology,2025-05-08,Approval (Accelerated),7.43,2025-05-01,6.53,2025-05-08,,,-12.11,https://query1.finance.yahoo.com/v8/finance/chart/VSTM,Verified,Avmapki Fakzynja Co-Pack approval; decline may reflect prior run-up/sell-the-news
ALC,Alcon Inc.,2025-05-28,Approval,87.54,2025-05-21,85.38,2025-05-28,,,-2.47,https://query1.finance.yahoo.com/v8/finance/chart/ALC,Verified,Tryptyr approval
NUVB,Nuvation Bio,2025-06-11,Approval,2.45,2025-06-04,2.53,2025-06-11,,,3.27,https://query1.finance.yahoo.com/v8/finance/chart/NUVB,Verified,Ibtrozi approval
MRK,Merck & Co.,2025-06-09,Approval,82.81,2025-06-02,81.53,2025-06-09,,,-1.55,https://query1.finance.yahoo.com/v8/finance/chart/MRK,Verified,"Enflonsia approval (second MRK entry, joined by ticker+decision_date)"
INVA,Innoviva,2025-12-12,Approval,20.62,2025-12-11,20.63,2025-12-12,20.14,2025-12-15,0.05,https://query1.finance.yahoo.com/v8/finance/chart/INVA,Verified,"Nuzolvence approval (second INVA entry, joined by ticker+decision_date)"
REGN,Regeneron Pharmaceuticals,2025-07-02,Approval (Accelerated),534.91,2025-07-01,547.74,2025-07-02,547.36,2025-07-03,2.4,https://query1.finance.yahoo.com/v8/finance/chart/REGN,Verified,Lynozyfic approval
NVS,Novartis AG,2025-09-30,Approval,124.1,2025-09-29,128.24,2025-09-30,131.72,2025-10-01,3.34,https://query1.finance.yahoo.com/v8/finance/chart/NVS,Verified,Rhapsido approval
CRNX,Crinetics Pharmaceuticals,2025-09-25,Approval,,,,,,,,https://investors.vrtx.com/news-releases/news-release-details/vertex-completes-acquisition-crinetics-pharmaceuticals-and,Data unavailable - acquired/delisted,"Crinetics acquired by Vertex Pharmaceuticals ($85/sh, ~$10B, closed Sep 1 2026); CRNX delisted and Yahoo Finance no longer serves the Sep 2025 approval-window series. Flagged for manual archive lookup."
LLY,Eli Lilly and Company,2025-09-25,Approval,741.85,2025-09-24,714.59,2025-09-25,724.54,2025-09-26,-3.67,https://query1.finance.yahoo.com/v8/finance/chart/LLY,Verified - caveat,Inluriyo approval; LLY fell 3.7% on the day but the decline appears driven by broader same-day news rather than the approval itself - flagged for manual review of causality
MITO,Stealth BioTherapeutics,2025-09-19,Approval,,,,,,,,https://www.stocktitan.net/overview/MITO/,Data unavailable - went private pre-approval,"Stealth BioTherapeutics went private via merger in Jan 2023, delisting MITO from Nasdaq; FORZINITY approval (Sept 2025) therefore occurred while privately held. No public share price exists for this decision date."
MRK,Merck & Co.,2025-09-19,Approval,82.81,2025-09-12,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/MRK,Verified - partial,"Keytruda Qlex subcutaneous approval (third MRK entry, joined by ticker+decision_date)"
SNY,Sanofi,2025-08-29,Approval,51.35,2025-08-22,45.33,2025-08-29,,,-11.72,https://query1.finance.yahoo.com/v8/finance/chart/SNY,Verified - caveat,"Wayrilz approval (second SNY entry, joined by ticker+decision_date); large drop appears driven by broader stock-specific news around Aug 29, not necessarily the approval - flagged for manual review of causality"
IONS,Ionis Pharmaceuticals,2025-08-21,Approval,42.85,2025-08-14,42.81,2025-08-21,,,-0.09,https://query1.finance.yahoo.com/v8/finance/chart/IONS,Verified,Dawnzera approval (second IONS entry)
INSM,Insmed Incorporated,2025-08-12,Approval,111.61,2025-08-05,112.89,2025-08-12,,,1.15,https://query1.finance.yahoo.com/v8/finance/chart/INSM,Verified,Brinsupri approval
CMRX,Chimerix Incorporated,2025-08-06,Approval (Accelerated),,,,,,,,https://stockanalysis.com/stocks/cmrx/,Data unavailable - acquired/delisted,"Chimerix acquired by Jazz Pharmaceuticals ($8.55/share, $935M) closed April 2025; CMRX delisted from Nasdaq BEFORE the Aug 6 2025 Modeyso approval. Approval occurred while Chimerix was a Jazz Pharmaceuticals subsidiary - see JAZZ ticker for any related market impact instead."
LENZ,LENZ Therapeutics,2025-07-31,Approval,33.4,2025-07-24,30.76,2025-07-31,,,-7.9,https://query1.finance.yahoo.com/v8/finance/chart/LENZ,Verified,Vizz approval
PTCT,PTC Therapeutics,2025-07-28,Approval,47.86,2025-07-21,44.74,2025-07-28,,,-6.52,https://query1.finance.yahoo.com/v8/finance/chart/PTCT,Verified,Sephience approval
KALV,KalVista Pharmaceuticals,2025-07-03,Approval,,,,,,,,https://www.tipranks.com/news/company-announcements/chiesi-group-completes-acquisition-of-kalvista-pharmaceuticals,Data unavailable - acquired/delisted,"KalVista later acquired by Chiesi Group for $27/share, completed June 11 2026; KALV delisted. Yahoo Finance chart API for this ticker now only returns flat $27 post-acquisition data, no historical July 2025 prices retrievable. Flagged for manual archive lookup."
KURA,Kura Oncology,2025-11-13,Approval (Accelerated),,2025-11-06,10.16,2025-11-13,,,,https://query1.finance.yahoo.com/v8/finance/chart/KURA,Verified - partial,Beqalzi approval
ARWR,Arrowhead Pharmaceuticals,2025-11-18,Approval,41.5,2025-11-11,40.15,2025-11-18,,,-3.25,https://query1.finance.yahoo.com/v8/finance/chart/ARWR,Verified,Redemplo approval
MIST,Milestone Pharmaceuticals,2025-12-12,Approval,2.68,2025-12-05,2.95,2025-12-12,,,10.07,https://query1.finance.yahoo.com/v8/finance/chart/MIST,Verified,"Cardamyst approval; note steep subsequent decline to ~$1.00 by mid-2026 (unrelated commercial launch concerns, not part of this approval-day snapshot)"
GSK,GSK plc,2025-12-16,Approval,47.27,2025-12-09,49.24,2025-12-16,,,4.17,https://query1.finance.yahoo.com/v8/finance/chart/GSK,Verified,"Exdensur approval (second GSK entry, joined by ticker+decision_date)"
CYTK,Cytokinetics Incorporated,2025-12-19,Approval,63.35,2025-12-12,62.2,2025-12-19,,,-1.82,https://query1.finance.yahoo.com/v8/finance/chart/CYTK,Verified,Myqorzo approval
OMER,Omeros Corporation,2025-12-23,Approval,8.77,2025-12-16,9.51,2025-12-23,,,8.44,https://query1.finance.yahoo.com/v8/finance/chart/OMER,Verified,"Yartemlea approval; note huge subsequent spike to $15-17 within days, likely additional catalyst beyond approval alone - flagged for manual review"
FBIO,Fortress Biotech,2026-01-13,Approval,4.21,2026-01-06,4.2,2026-01-13,,,-0.24,https://query1.finance.yahoo.com/v8/finance/chart/FBIO,Verified,Zycubo approval via Cyprium subsidiary; muted move
SPRO,Spero Therapeutics,2026-06-17,Approval,2.54,2026-06-10,,2026-06-17,,,,https://query1.finance.yahoo.com/v8/finance/chart/SPRO,Verified - partial,"Utebzi approval (GSK-marketed); note steep subsequent decline to ~$1.13 by Sept 2026, unrelated later catalyst - flagged for manual review"
DNLI,Denali Therapeutics,2026-03-24,Approval (Accelerated),20.71,2026-03-17,21.09,2026-03-24,,,1.83,https://query1.finance.yahoo.com/v8/finance/chart/DNLI,Verified,Avlayah approval
ONC,BeOne Medicines,2026-05-13,Approval (Accelerated),313.32,2026-05-06,315.07,2026-05-13,,,0.56,https://query1.finance.yahoo.com/v8/finance/chart/ONC,Verified,Beqalzi (sonrotoclax) approval (second ONC entry)
TAK,Takeda Pharmaceutical,2026-08-05,Approval,17.75,2026-07-29,16.56,2026-08-05,,,-6.7,https://query1.finance.yahoo.com/v8/finance/chart/TAK,Verified,Orzeyful approval
RVMD,Revolution Medicines,2026-08-26,Approval,214.66,2026-08-19,211.38,2026-08-26,,,-1.53,https://query1.finance.yahoo.com/v8/finance/chart/RVMD,Verified,Rasonque approval
ROIV,Roivant Sciences,2026-08-27,Approval,36.84,2026-08-19,36.75,2026-08-27,,,-0.24,https://query1.finance.yahoo.com/v8/finance/chart/ROIV,Verified,Lisraya approval
PTGX,Protagonist Therapeutics,2026-08-28,Approval,154.32,2026-08-19,149.5,2026-08-28,,,-3.12,https://query1.finance.yahoo.com/v8/finance/chart/PTGX,Verified,Mimrylo approval
VNDA,Vanda Pharmaceuticals,2026-02-20,Approval,6.09,2026-02-13,5.76,2026-02-20,,,-5.42,https://query1.finance.yahoo.com/v8/finance/chart/VNDA,Verified,"Bysanti approval; note large subsequent spike to ~$8.60, likely additional catalyst beyond approval - flagged for manual review"
ASND2,Ascendis Pharma,2026-02-27,Approval (Accelerated),225.0,2026-02-20,228.99,2026-02-27,,,1.77,https://query1.finance.yahoo.com/v8/finance/chart/ASND,Verified,Yuviwel approval (second ASND entry)
CAPR,Capricor Therapeutics,2025-07-01,CRL,12.38,2025-06-24,8.26,2025-07-01,7.68,2025-07-08,-33.28,https://query1.finance.yahoo.com/v8/finance/chart/CAPR,Verified,Deramiocel CRL; ~33% single-day decline confirmed by Yahoo Finance price data
ALDX,Aldeyra Therapeutics,2026-03-17,CRL,5.01,2026-03-10,1.24,2026-03-17,1.42,2026-03-18,-75.25,https://query1.finance.yahoo.com/v8/finance/chart/ALDX,Verified,"Reproxalap 3rd CRL; confirmed ~75% single-day collapse per Yahoo Finance price data (larger than earlier press estimate of 70.7%, likely due to differing close-vs-close windows)"
RGNX,REGENXBIO,2026-02-07,CRL,10.78,2026-01-31,10.26,2026-02-07,10.33,2026-02-09,-4.82,https://query1.finance.yahoo.com/v8/finance/chart/RGNX,Verified,"RGX-121 CRL; note the largest drop (10.33->8.85) occurred a few days later (~Feb 12), likely when fuller CRL details were disclosed - flagged for manual review of exact disclosure timeline"
OTLK,Outlook Therapeutics,2025-12-31,CRL,1.83,2025-12-24,1.58,2025-12-31,0.66,2026-01-02,-63.93,https://query1.finance.yahoo.com/v8/finance/chart/OTLK,Verified,ONS-5010/Lytenava 3rd CRL; confirmed ~64% decline by next trading session per Yahoo Finance
GRCE,Grace Therapeutics,2026-04-23,CRL,4.49,2026-04-16,4.31,2026-04-23,2.35,2026-04-24,-4.01,https://query1.finance.yahoo.com/v8/finance/chart/GRCE,Verified,GTx-104 CRL; confirmed ~48% decline day after disclosure per Yahoo Finance
MRK,"Merck & Co., Inc.",2021-01-19,Approval,79.56,2021-01-15,79.38,2021-01-19,78.68,2021-01-20,-0.23,https://query1.finance.yahoo.com/v8/finance/chart/MRK,Verified,"FDA action date 01/19/2021 per Drugs@FDA (NDA 214377, PRIORITY, Type 1 NME)"
GSK,GSK plc,2021-01-21,Approval,38.02,2021-01-20,37.78,2021-01-21,38.36,2021-01-22,-0.63,https://query1.finance.yahoo.com/v8/finance/chart/GSK,Verified,
AUPH,Aurinia Pharmaceuticals Inc.,2021-01-22,Approval,15.19,2021-01-21,18.73,2021-01-22,17.62,2021-01-25,23.3,https://query1.finance.yahoo.com/v8/finance/chart/AUPH,Verified,
MRK.DE,Merck KGaA (EMD Serono),2021-02-03,Approval (Accelerated),142.75,2021-02-02,141.75,2021-02-03,142.45,2021-02-04,-0.7,https://query1.finance.yahoo.com/v8/finance/chart/MRK.DE,Verified,Prices in EUR (Xetra listing MRK.DE); Native currency EUR
TGTX,"TG Therapeutics, Inc.",2021-02-05,Approval (Accelerated),48.53,2021-02-04,54.3,2021-02-05,52.43,2021-02-08,11.89,https://query1.finance.yahoo.com/v8/finance/chart/TGTX,Verified,TG Therapeutics later voluntarily withdrew Ukoniq (April 2022) - see master notes
REGN,"Regeneron Pharmaceuticals, Inc.",2021-02-11,Approval,491.22,2021-02-10,490.54,2021-02-11,485.62,2021-02-12,-0.14,https://query1.finance.yahoo.com/v8/finance/chart/REGN,Verified,
GTHX,G1 Therapeutics,2021-02-12,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/GTHX,Data unavailable - acquired/delisted,"GTHX delisted (G1 Therapeutics acquired by Pharmacosmos, closed Sep 2024); Yahoo historical series unavailable"
SRPT,"Sarepta Therapeutics, Inc.",2021-02-25,Approval (Accelerated),84.29,2021-02-24,85.25,2021-02-25,87.06,2021-02-26,1.14,https://query1.finance.yahoo.com/v8/finance/chart/SRPT,Verified,
IDIA.SW,Idorsia Ltd,2022-01-07,Approval,19.78,2022-01-06,19.38,2022-01-07,19.29,2022-01-10,-2.02,https://query1.finance.yahoo.com/v8/finance/chart/IDIA.SW,Verified,"FDA action date Jan 7 2022 per Drugs@FDA (NDA 214985, STANDARD); DEA scheduling delayed US launch (FR notice Apr 7 2022); Native currency CHF"
PFE,Pfizer Inc.,2022-01-14,Approval,55.54,2022-01-13,54.95,2022-01-14,54.11,2022-01-18,-1.06,https://query1.finance.yahoo.com/v8/finance/chart/PFE,Verified,
IMCR,Immunocore Holdings plc,2022-01-25,Approval,21.63,2022-01-24,21.93,2022-01-25,23.58,2022-01-26,1.39,https://query1.finance.yahoo.com/v8/finance/chart/IMCR,Verified,FDA action date Jan 25 2022; the +7.5% move came the following trading day (Jan 26)
RHHBY,Roche Holding AG,2022-01-28,Approval,47.7,2022-01-27,48.31,2022-01-28,48.59,2022-01-31,1.28,https://query1.finance.yahoo.com/v8/finance/chart/RHHBY,Verified,
SNY,Sanofi,2022-02-04,Approval,52.46,2022-02-03,52.08,2022-02-04,53.05,2022-02-07,-0.72,https://query1.finance.yahoo.com/v8/finance/chart/SNY,Verified,
AGIO,"Agios Pharmaceuticals, Inc.",2022-02-17,Approval,31.07,2022-02-16,29.46,2022-02-17,29.42,2022-02-18,-5.18,https://query1.finance.yahoo.com/v8/finance/chart/AGIO,Verified,
CTIC,CTI BioPharma,2022-02-28,Approval (Accelerated),,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/CTIC,Data unavailable - acquired/delisted,"CTIC delisted (CTI BioPharma acquired by Sobi, closed 2023); Yahoo historical series unavailable"
BMY,Bristol-Myers Squibb Company,2022-03-18,Approval,70.52,2022-03-17,71.02,2022-03-18,71.05,2022-03-21,0.71,https://query1.finance.yahoo.com/v8/finance/chart/BMY,Verified,
MRNS,Marinus Pharmaceuticals,2022-03-18,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/MRNS,Data unavailable - acquired/delisted,"MRNS delisted (Marinus acquired by Immedica Pharma, delisted Feb 2025); Yahoo historical series unavailable"
NVS,Novartis AG,2022-03-23,Approval,85.91,2022-03-22,86.64,2022-03-23,86.86,2022-03-24,0.85,https://query1.finance.yahoo.com/v8/finance/chart/NVS,Verified,
BMY,Bristol-Myers Squibb Company,2022-04-28,Approval,75.81,2022-04-27,77.2,2022-04-28,75.27,2022-04-29,1.83,https://query1.finance.yahoo.com/v8/finance/chart/BMY,Verified,
PHAT,"Phathom Pharmaceuticals, Inc.",2022-05-03,Approval,13.96,2022-05-02,14.63,2022-05-03,13.65,2022-05-04,4.8,https://query1.finance.yahoo.com/v8/finance/chart/PHAT,Verified,
LLY,Eli Lilly and Company,2022-05-13,Approval,291.8,2022-05-12,291.63,2022-05-13,299.38,2022-05-16,-0.06,https://query1.finance.yahoo.com/v8/finance/chart/LLY,Verified,
ROIV,Roivant Sciences Ltd. (Dermavant was Roivant sub at approval),2022-05-23,Approval,3.7,2022-05-20,3.65,2022-05-23,3.91,2022-05-24,-1.35,https://query1.finance.yahoo.com/v8/finance/chart/ROIV,Verified,
ALNY,"Alnylam Pharmaceuticals, Inc.",2022-06-13,Approval,132.11,2022-06-10,127.7,2022-06-13,133.52,2022-06-14,-3.34,https://query1.finance.yahoo.com/v8/finance/chart/ALNY,Verified,
SNY,Sanofi,2022-08-31,Approval,41.24,2022-08-30,41.03,2022-08-31,40.4,2022-09-01,-0.51,https://query1.finance.yahoo.com/v8/finance/chart/SNY,Verified,
RVNC,Revance Therapeutics,2022-09-07,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/RVNC,Data unavailable - acquired/delisted,"RVNC delisted (Revance acquired by Crown Laboratories, closed Feb 2025); Yahoo historical series unavailable"
SPPI,Spectrum Pharmaceuticals,2022-09-09,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/SPPI,Data unavailable - acquired/delisted,"SPPI delisted (Spectrum acquired by Assertio Holdings, closed 2023); Yahoo historical series unavailable"
BMY,Bristol-Myers Squibb Company,2022-09-09,Approval,69.38,2022-09-08,70.16,2022-09-09,72.36,2022-09-12,1.12,https://query1.finance.yahoo.com/v8/finance/chart/BMY,Verified,
MNK,Mallinckrodt Pharmaceuticals,2022-09-14,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/MNK,Data unavailable - acquired/delisted,Mallinckrodt second Chapter 11 (Aug 2023) cancelled equity; NYSE trading suspended; Yahoo series unavailable
GBT.PA,Guerbet SA,2022-09-21,Approval,17.3,2022-09-20,17.46,2022-09-21,17.2,2022-09-22,0.92,https://query1.finance.yahoo.com/v8/finance/chart/GBT.PA,Verified,Prices in EUR (Euronext Paris GBT.PA); Native currency EUR
4536.T,"Santen Pharmaceutical Co., Ltd.",2022-09-22,Approval,982,2022-09-21,964,2022-09-22,966,2022-09-26,-1.83,https://query1.finance.yahoo.com/v8/finance/chart/4536.T,Verified,Prices in JPY (Tokyo listing 4536.T); Native currency JPY
AMLX,"Amylyx Pharmaceuticals, Inc.",2022-09-29,Approval,29.23,2022-09-28,30.19,2022-09-29,28.15,2022-09-30,3.28,https://query1.finance.yahoo.com/v8/finance/chart/AMLX,Verified,
4578.T,"Otsuka Holdings Co., Ltd. (Taiho)",2022-09-30,Approval (Accelerated),4587,2022-09-29,4584,2022-09-30,4586,2022-10-03,-0.07,https://query1.finance.yahoo.com/v8/finance/chart/4578.T,Verified,"Prices in JPY (Tokyo listing 4578.T, Otsuka Holdings); Native currency JPY"
AZN,AstraZeneca PLC,2022-10-21,Approval,108.7,2022-10-20,109.94,2022-10-21,110.36,2022-10-24,1.14,https://query1.finance.yahoo.com/v8/finance/chart/AZN,Verified,
JNJ,Johnson & Johnson,2022-10-25,Approval (Accelerated),170.98,2022-10-24,170.71,2022-10-25,172.21,2022-10-26,-0.16,https://query1.finance.yahoo.com/v8/finance/chart/JNJ,Verified,
IMGN,ImmunoGen,2022-11-14,Approval (Accelerated),,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/IMGN,Data unavailable - acquired/delisted,"IMGN delisted (ImmunoGen acquired by AbbVie, closed Feb 12, 2024); Yahoo historical series unavailable"
PRVB,Provention Bio,2022-11-18,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/PRVB,Data unavailable - acquired/delisted,"PRVB delisted (Provention Bio acquired by Sanofi, 2023); Yahoo historical series unavailable"
RIGL,"Rigel Pharmaceuticals, Inc.",2022-12-01,Approval,6.7,2022-11-30,6.8,2022-12-01,8.3,2022-12-02,1.49,https://query1.finance.yahoo.com/v8/finance/chart/RIGL,Verified,FDA action date Dec 1 2022; the +22% move came the following trading day (Dec 2)
MRTX,Mirati Therapeutics,2022-12-12,Approval (Accelerated),,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/MRTX,Data unavailable - acquired/delisted,"MRTX delisted (Mirati acquired by Bristol Myers Squibb, closed Jan 2024); Yahoo historical series unavailable"
RHHBY,Roche Holding AG,2022-12-22,Approval (Accelerated),39.93,2022-12-21,39.52,2022-12-22,39.39,2022-12-23,-1.03,https://query1.finance.yahoo.com/v8/finance/chart/RHHBY,Verified,
GILD,"Gilead Sciences, Inc.",2022-12-22,Approval,85.27,2022-12-21,85.28,2022-12-22,84.75,2022-12-23,0.01,https://query1.finance.yahoo.com/v8/finance/chart/GILD,Verified,
POL.L,Polarean Imaging plc,2022-12-23,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/POL.L,Data unavailable - acquired/delisted,"Polarean Imaging delisted from AIM (Dec 2025), re-registered private; Yahoo series unavailable (traded POL.L, later POLX.L)"
TGTX,"TG Therapeutics, Inc.",2022-12-28,Approval,7.82,2022-12-27,8.46,2022-12-28,10.4,2022-12-29,8.18,https://query1.finance.yahoo.com/v8/finance/chart/TGTX,Verified,Briumvi approval; the larger move (+23%) came the trading day after approval (Dec 29)
MDWD,MediWound Ltd.,2022-12-28,Approval,11.56,2022-12-27,12.87,2022-12-28,13.38,2022-12-29,11.33,https://query1.finance.yahoo.com/v8/finance/chart/MDWD,Verified,
4523.T,"Eisai Co., Ltd.",2023-01-06,Approval (Accelerated),8121,2023-01-05,8147,2023-01-06,8541,2023-01-10,0.32,https://query1.finance.yahoo.com/v8/finance/chart/4523.T,Verified,Prices in JPY (Tokyo listing 4523.T). FDA accelerated approval announced Jan 6 2023 US time = after Tokyo close; first Tokyo session reflecting the news was Jan 10 (+4.8%); Native currency JPY
LLY,Eli Lilly and Company,2023-01-27,Approval (Accelerated),348.01,2023-01-26,342.1,2023-01-27,340.5,2023-01-30,-1.7,https://query1.finance.yahoo.com/v8/finance/chart/LLY,Verified,LLY reaction muted - mega-cap; approval pre-announced as likely after Phase 2 data
GSK,GSK plc,2023-02-01,Approval,35.26,2023-01-31,35.49,2023-02-01,35.13,2023-02-02,0.65,https://query1.finance.yahoo.com/v8/finance/chart/GSK,Verified,
TVTX,"Travere Therapeutics, Inc.",2023-02-17,Approval (Accelerated),20.3,2023-02-16,17.82,2023-02-17,21.3,2023-02-21,-12.22,https://query1.finance.yahoo.com/v8/finance/chart/TVTX,Verified,TVTX fell 12% on approval day (accelerated approval with boxed-warning label concerns); recovered above pre-approval level within 2 trading days
RETA,Reata Pharmaceuticals,2023-02-28,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/RETA,Data unavailable - acquired/delisted,RETA delisted (Reata acquired by Biogen 2023); Yahoo historical series unavailable
PFE,Pfizer Inc.,2023-03-09,Approval,40.12,2023-03-08,39.46,2023-03-09,39.39,2023-03-10,-1.65,https://query1.finance.yahoo.com/v8/finance/chart/PFE,Verified,
ACAD,ACADIA Pharmaceuticals Inc.,2023-03-10,Approval,20.51,2023-03-09,20.37,2023-03-10,19.41,2023-03-13,-0.68,https://query1.finance.yahoo.com/v8/finance/chart/ACAD,Verified,ACAD slipped on approval day; ACADIA had run up ahead of the decision
